"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign"
16903,"ILMN_1781548","OR51E2","olfactory receptor, family 51, subfamily E, member 2 (OR51E2), mRNA.","Chr11: 4.658194",6.717,"N/A","N/A","N/A",-0.073,146,0.3839,"0.39300000000000002","--","81285","11",4.658194,-1
16904,"ILMN_1661581","IFI27","interferon, alpha-inducible protein 27 (IFI27), mRNA.","Chr14: 93.647818",8.287,"N/A","N/A","N/A",0.073,146,0.3839,"--","0.35199999999999798","3429","14",93.647818,1
16905,"ILMN_1679984","ZCCHC12","zinc finger, CCHC domain containing 12 (ZCCHC12), mRNA.","ChrX: 117.844643",13.049,"N/A","N/A","N/A",-0.073,146,0.384,"--","-0.20300000000000001","170261","X",117.844643,-1
16906,"ILMN_1747629","KCNMB3","potassium large conductance calcium-activated channel, subfamily M beta member 3 (KCNMB3), transcript variant 3, mRNA.","Chr3: 180.451441",6.693,"N/A","N/A","N/A",-0.073,146,0.3842,"--","--","27094","3",180.451441,-1
16907,"ILMN_1759991","MGC3731","hypothetical protein MGC3731 (MGC3731), mRNA.","Chr22: 36.417375",11.822,"N/A","N/A","N/A",0.073,146,0.3843,"0.29599999999999799","--","79159","22",36.417375,1
16908,"ILMN_1751630","TDRD10","tudor domain containing 10 (TDRD10), mRNA.","Chr1: 152.786862",6.95,"N/A","N/A","N/A",-0.073,146,0.3845,"--","--","126668","1",152.786862,-1
16909,"ILMN_1742218","PITX2","paired-like homeodomain transcription factor 2 (PITX2), transcript variant 3, mRNA.","Chr4: 111.762961",6.688,"N/A","N/A","N/A",0.073,146,0.3845,"0.318","-7.5999999999999901E-2","5308","4",111.762961,1
16910,"ILMN_1732734","CCDC132","coiled-coil domain containing 132 (CCDC132), transcript variant 2, mRNA.","Chr7: 92.725634",6.888,"N/A","N/A","N/A",0.072,146,0.3846,"--","-0.46200000000000002","55610","7",92.725634,1
16911,"ILMN_1811077","LHFPL2","lipoma HMGIC fusion partner-like 2 (LHFPL2), mRNA.","ChrUn: 1.000000",7.527,"N/A","N/A","N/A",0.072,146,0.3846,"--","0.22","10184","Un",1,1
16912,"ILMN_1748981","KLK3","kallikrein-related peptidase 3 (KLK3), transcript variant 3, mRNA.","Chr19: 56.054959",6.668,"N/A","N/A","N/A",-0.072,146,0.3848,"--","--","354","19",56.054959,-1
16913,"ILMN_1679279","SYPL2","synaptophysin-like 2 (SYPL2), mRNA.","ChrUn: 1.000000",6.727,"N/A","N/A","N/A",-0.072,146,0.3849,"--","0.03","284612","Un",1,-1
16914,"ILMN_1811513","SLIC1","selectin ligand interactor cytoplasmic-1 (SLIC1), mRNA.","Chr16: 49.264744",6.785,"N/A","N/A","N/A",-0.072,146,0.385,"--","--","124460","16",49.264744,-1
16915,"ILMN_1658800","BRPF3","bromodomain and PHD finger containing, 3 (BRPF3), mRNA.","Chr6: 36.308271",10.428,"N/A","N/A","N/A",-0.072,146,0.385,"--","0.15","27154","6",36.308271,-1
16916,"ILMN_1697529","RNF10","ring finger protein 10 (RNF10), mRNA.","Chr12: 119.499492",8.074,"N/A","N/A","N/A",-0.072,146,0.3852,"0.29499999999999799","-0.09","9921","12",119.499492,-1
16917,"ILMN_1666109","MB","myoglobin (MB), transcript variant 3, mRNA.","Chr22: 34.333035",6.703,"N/A","N/A","N/A",0.072,146,0.3853,"0.54100000000000004","0.16800000000000001","4151","22",34.333035,1
16918,"ILMN_1815190","METTL1","methyltransferase like 1 (METTL1), transcript variant 1, mRNA.","ChrUn: 1.000000",7.247,"N/A","N/A","N/A",-0.072,146,0.3853,"0.22900000000000001","0.211999999999998","4234","Un",1,-1
16919,"ILMN_1802190","FOXJ1","forkhead box J1 (FOXJ1), mRNA.","Chr17: 71.644195",6.813,"N/A","N/A","N/A",-0.072,146,0.3853,"0.36099999999999799","-0.29799999999999799","2302","17",71.644195,-1
16920,"ILMN_1715179","SNRPA1","small nuclear ribonucleoprotein polypeptide A' (SNRPA1), mRNA.","Chr15: 99.639411",11.662,"N/A","N/A","N/A",-0.072,146,0.3853,"--","-0.47499999999999798","6627","15",99.639411,-1
16921,"ILMN_1665559","CDK2","cyclin-dependent kinase 2 (CDK2), transcript variant 2, mRNA.","Chr12: 54.652439",7.301,"N/A","N/A","N/A",-0.072,146,0.3853,"0.32300000000000001","-0.27500000000000002","1017","12",54.652439,-1
16922,"ILMN_1784871","FASN","fatty acid synthase (FASN), mRNA.","Chr17: 77.629503",13.707,"N/A","N/A","N/A",-0.072,146,0.3854,"0.44900000000000001","0.36599999999999799","2194","17",77.629503,-1
16923,"ILMN_1666350","CYP2A6","cytochrome P450, family 2, subfamily A, polypeptide 6 (CYP2A6), mRNA.","Chr19: 46.043042",6.658,"N/A","N/A","N/A",0.072,146,0.3854,"--","--","1548","19",46.043042,1
16924,"ILMN_1721625","RNF135","ring finger protein 135 (RNF135), transcript variant 1, mRNA.","Chr17: 26.339117",6.769,"N/A","N/A","N/A",0.072,146,0.3856,"0.20300000000000001","0.55100000000000005","84282","17",26.339117,1
16925,"ILMN_1674519","ZP2","zona pellucida glycoprotein 2 (sperm receptor) (ZP2), mRNA.","Chr16: 21.116336",13.494,"N/A","N/A","N/A",-0.072,146,0.3856,"--","0.1","7783","16",21.116336,-1
16926,"ILMN_1668863","LYPD1","LY6/PLAUR domain containing 1 (LYPD1), transcript variant 1, mRNA.","ChrUn: 1.000000",7.787,"N/A","N/A","N/A",0.072,146,0.3858,"0.29199999999999798","-0.121","116372","Un",1,1
16927,"ILMN_1702237","FKBP1A","FK506 binding protein 1A, 12kDa (FKBP1A), transcript variant 12A, mRNA.","Chr20: 1.300647",7.131,"N/A","N/A","N/A",-0.072,146,0.3858,"0.46800000000000003","-8.2000000000000003E-2","2280","20",1.300647,-1
16928,"ILMN_1688413","SNW1","SNW domain containing 1 (SNW1), mRNA.","Chr14: 77.254035",9.681,"N/A","N/A","N/A",-0.072,146,0.3859,"--","-0.624","22938","14",77.254035,-1
16929,"ILMN_1678841","UBD","ubiquitin D (UBD), mRNA.","Chr6: 29.631778",6.709,"N/A","N/A","N/A",-0.072,146,0.3859,"--","2.3E-2","10537","6",29.631778,-1
16930,"ILMN_1766986","DIRC1","disrupted in renal carcinoma 1 (DIRC1), mRNA.","Chr2: 189.306862",6.605,"N/A","N/A","N/A",0.072,146,0.386,"--","--","116093","2",189.306862,1
16931,"ILMN_1688138","ZNF713","zinc finger protein 713 (ZNF713), mRNA.","Chr7: 55.975164",7.189,"N/A","N/A","N/A",-0.072,146,0.3863,"--","--","349075","7",55.975164,-1
16932,"ILMN_1704565","CEP192","centrosomal protein 192kDa (CEP192), transcript variant 2, mRNA.","Chr18: 13.048519",6.766,"N/A","N/A","N/A",-0.072,146,0.3863,"--","-0.51100000000000001","55125","18",13.048519,-1
16933,"ILMN_1705674","SULT2B1","sulfotransferase family, cytosolic, 2B, member 1 (SULT2B1), transcript variant 1, mRNA.","Chr19: 53.770945",6.765,"N/A","N/A","N/A",-0.072,146,0.3863,"--","8.9999999999999906E-3","6820","19",53.770945,-1
16934,"ILMN_1739885","SLC41A3","solute carrier family 41, member 3 (SLC41A3), transcript variant 1, mRNA.","Chr3: 127.208050",12.137,"N/A","N/A","N/A",-0.072,146,0.3864,"--","-0.124","54946","3",127.20805,-1
16935,"ILMN_1661004","FLJ25328","hypothetical protein LOC148231 (FLJ25328), mRNA.","Chr19: 16.013751",6.632,"N/A","N/A","N/A",-0.072,146,0.3864,"--","--","148231","19",16.013751,-1
16936,"ILMN_1689745","FGD5","FYVE, RhoGEF and PH domain containing 5 (FGD5), mRNA.","Chr3: 14.950750",7.103,"N/A","N/A","N/A",-0.072,146,0.3865,"0.313","0.249","152273","3",14.95075,-1
16937,"ILMN_1674440","SH2D3C","SH2 domain containing 3C (SH2D3C), transcript variant 1, mRNA.","Chr9: 129.573299",6.825,"N/A","N/A","N/A",-0.072,146,0.3865,"0.28000000000000003","0.13100000000000001","10044","9",129.573299,-1
16938,"ILMN_1786079","ZNF471","zinc finger protein 471 (ZNF471), mRNA.","Chr19: 61.730990",8.02,"N/A","N/A","N/A",-0.072,146,0.3866,"--","--","57573","19",61.73099,-1
16939,"ILMN_1725739","TNRC6B","trinucleotide repeat containing 6B (TNRC6B), transcript variant 1, mRNA.","Chr22: 38.992765",6.958,"N/A","N/A","N/A",0.072,146,0.3866,"--","0.32200000000000001","23112","22",38.992765,1
16940,"ILMN_1740861","DTWD1","DTW domain containing 1 (DTWD1), mRNA.","Chr15: 47.711774",7.637,"N/A","N/A","N/A",0.072,146,0.3867,"--","0.28000000000000003","56986","15",47.711774,1
16941,"ILMN_1790692","GNLY","granulysin (GNLY), transcript variant NKG5, mRNA.","Chr2: 85.778306",6.844,"N/A","N/A","N/A",0.072,146,0.3869,"--","--","10578","2",85.778306,1
16942,"ILMN_1798827","SRBD1","S1 RNA binding domain 1 (SRBD1), mRNA.","Chr2: 45.469582",7.59,"N/A","N/A","N/A",0.072,146,0.3869,"--","5.09999999999999E-2","55133","2",45.469582,1
16943,"ILMN_1757270","DBN1","drebrin 1 (DBN1), transcript variant 1, mRNA.","Chr5: 176.833066",6.823,"N/A","N/A","N/A",-0.072,146,0.3872,"0.46500000000000002","-0.22900000000000001","1627","5",176.833066,-1
16944,"ILMN_1660938","TOE1","target of EGR1, member 1 (nuclear) (TOE1), mRNA.","Chr1: 45.581765",7.091,"N/A","N/A","N/A",0.072,146,0.3873,"--","-0.376","114034","1",45.581765,1
16945,"ILMN_1758066","DSCR8","Down syndrome critical region gene 8 (DSCR8), transcript variant 3, mRNA.","Chr21: 38.416506",6.674,"N/A","N/A","N/A",-0.072,146,0.3874,"--","--","84677","21",38.416506,-1
16946,"ILMN_1783996","C1orf176","chromosome 1 open reading frame 176 (C1orf176), mRNA.","Chr1: 40.754073",7.836,"N/A","N/A","N/A",-0.072,146,0.3875,"0.23100000000000001","--","64789","1",40.754073,-1
16947,"ILMN_1672361","MNAT1","menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis) (MNAT1), mRNA.","Chr14: 60.504728",9.018,"N/A","N/A","N/A",0.072,146,0.3875,"0.32200000000000001","-0.22800000000000001","4331","14",60.504728,1
16948,"ILMN_1693664","POMGNT1","protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase (POMGNT1), mRNA.","ChrUn: 1.000000",10.447,"N/A","N/A","N/A",0.072,146,0.3875,"0.307","-0.29199999999999798","55624","Un",1,1
16949,"ILMN_1752380","ZNF565","zinc finger protein 565 (ZNF565), mRNA.","Chr19: 41.360496",8.125,"N/A","N/A","N/A",-0.072,146,0.3875,"--","--","147929","19",41.360496,-1
16950,"ILMN_1696189","KCNAB1","potassium voltage-gated channel, shaker-related subfamily, beta member 1 (KCNAB1), transcript variant 1, mRNA.","Chr3: 157.321205",6.827,"N/A","N/A","N/A",0.072,146,0.3877,"0.434","-0.216","7881","3",157.321205,1
16951,"ILMN_1707055","GRRP1","glycine/arginine rich protein 1 (GRRP1), mRNA.","Chr1: 26.361282",6.715,"N/A","N/A","N/A",-0.072,146,0.3877,"--","0.18","79927","1",26.361282,-1
16952,"ILMN_1668378","SFT2D2","SFT2 domain containing 2 (SFT2D2), mRNA.","Chr1: 166.478737",6.725,"N/A","N/A","N/A",-0.072,146,0.3878,"--","0.40500000000000003","375035","1",166.478737,-1
16953,"ILMN_1745524","MRPL51","mitochondrial ribosomal protein L51 (MRPL51), nuclear gene encoding mitochondrial protein, mRNA.","Chr12: 6.471639",10.998,"N/A","N/A","N/A",-0.072,146,0.3881,"0.48299999999999799","0.127","51258","12",6.471639,-1
16954,"ILMN_1657058","PPIL6","peptidylprolyl isomerase (cyclophilin)-like 6 (PPIL6), mRNA.","Chr6: 109.827985",7.239,"N/A","N/A","N/A",-0.072,146,0.3882,"--","-0.28999999999999798","285755","6",109.827985,-1
16955,"ILMN_1700232","FBXO30","F-box protein 30 (FBXO30), mRNA.","Chr6: 146.161586",7.595,"N/A","N/A","N/A",-0.072,146,0.3882,"--","7.6999999999999902E-2","84085","6",146.161586,-1
16956,"ILMN_1678493","CHN1","chimerin (chimaerin) 1 (CHN1), transcript variant 2, mRNA.","Chr2: 175.372736",13.89,"N/A","N/A","N/A",0.072,146,0.3883,"0.35299999999999798","-0.54600000000000004","1123","2",175.372736,1
16957,"ILMN_1762081","HMGCLL1","3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 (HMGCLL1), transcript variant 2, mRNA.","ChrUn: 1.000000",7.643,"N/A","N/A","N/A",0.072,146,0.3884,"--","-0.23200000000000001","54511","Un",1,1
16958,"ILMN_1704342","UBE3C","ubiquitin protein ligase E3C (UBE3C), mRNA.","Chr7: 156.754299",8.938,"N/A","N/A","N/A",0.072,146,0.3884,"--","6.8000000000000005E-2","9690","7",156.754299,1
16959,"ILMN_1691559","ELF2","E74-like factor 2 (ets domain transcription factor) (ELF2), transcript variant 1, mRNA.","Chr4: 140.198715",10.185,"N/A","N/A","N/A",-0.072,146,0.3885,"0.35799999999999799","-0.2","1998","4",140.198715,-1
16960,"ILMN_1692326","PRAMEF4","PRAME family member 4 (PRAMEF4), mRNA.","Chr1: 12.862490",6.737,"N/A","N/A","N/A",-0.072,146,0.3885,"--","--","400735","1",12.86249,-1
16961,"ILMN_1786108","TUT1","terminal uridylyl transferase 1, U6 snRNA-specific (TUT1), mRNA.","Chr11: 62.099291",7.645,"N/A","N/A","N/A",-0.072,146,0.3886,"--","-0.47499999999999798","64852","11",62.099291,-1
16962,"ILMN_1656082","H3F3AP4","H3 histone, family 3A pseudogene, transcript variant 3 (LOC440926), misc RNA.","ChrUn: 1.000000",18.003,"N/A","N/A","N/A",0.072,146,0.3887,"--","--","440926","Un",1,1
16963,"ILMN_1713918","PSCD3","pleckstrin homology, Sec7 and coiled-coil domains 3 (PSCD3), mRNA.","Chr7: 6.168479",7.57,"N/A","N/A","N/A",0.072,146,0.3888,"0.254","-2.5999999999999902E-2","9265","7",6.168479,1
16964,"ILMN_1794828","C11orf2","chromosome 11 open reading frame2 (C11orf2), mRNA.","Chr11: 64.635474",13.473,"N/A","N/A","N/A",-0.072,146,0.3889,"--","--","738","11",64.635474,-1
16965,"ILMN_1731292","CA5A","carbonic anhydrase VA, mitochondrial (CA5A), nuclear gene encoding mitochondrial protein, mRNA.","Chr16: 86.479234",6.996,"N/A","N/A","N/A",-0.072,146,0.3889,"0.50900000000000001","--","763","16",86.479234,-1
16966,"ILMN_1756360","RPL35A","ribosomal protein L35a (RPL35A), mRNA.","Chr3: 199.161471",17.206,"N/A","N/A","N/A",0.072,146,0.389,"0.29099999999999798","0.06","6165","3",199.161471,1
16967,"ILMN_1736342","METRNL","meteorin, glial cell differentiation regulator-like (METRNL), mRNA.","Chr17: 78.631096",6.776,"N/A","N/A","N/A",-0.072,146,0.3893,"0.34899999999999798","0.10100000000000001","284207","17",78.631096,-1
16968,"ILMN_1685567","TGDS","TDP-glucose 4,6-dehydratase (TGDS), mRNA.","Chr13: 94.024706",8.156,"N/A","N/A","N/A",0.072,146,0.3895,"--","0.36499999999999799","23483","13",94.024706,1
16969,"ILMN_1755571","SYT5","synaptotagmin V (SYT5), mRNA.","Chr19: 60.376512",6.765,"N/A","N/A","N/A",-0.072,146,0.3895,"--","-0.40899999999999798","6861","19",60.376512,-1
16970,"ILMN_1780949","PKP2","plakophilin 2 (PKP2), transcript variant 2b, mRNA.","Chr12: 32.835716",6.92,"N/A","N/A","N/A",0.072,146,0.3896,"0.36399999999999799","0.48399999999999799","5318","12",32.835716,1
16971,"ILMN_1792073","FOXG1B","forkhead box G1B (FOXG1B), mRNA.","Chr14: 28.308040",7.389,"N/A","N/A","N/A",-0.072,146,0.3897,"0.40899999999999798","--","2290","14",28.30804,-1
16972,"ILMN_1756860","TXNL1","thioredoxin-like 1 (TXNL1), mRNA.","Chr18: 52.432717",7.461,"N/A","N/A","N/A",-0.072,146,0.3898,"--","0.249","9352","18",52.432717,-1
16973,"ILMN_1665903","KIF25","kinesin family member 25 (KIF25), transcript variant 1, mRNA.","Chr6: 168.186245",7.537,"N/A","N/A","N/A",0.072,146,0.3898,"--","--","3834","6",168.186245,1
16974,"ILMN_1658420","DSCAM","Down syndrome cell adhesion molecule (DSCAM), transcript variant 1, mRNA.","Chr21: 40.368876",6.881,"N/A","N/A","N/A",0.072,146,0.3899,"0.41499999999999798","-0.19900000000000001","1826","21",40.368876,1
16975,"ILMN_1655429","TNFAIP1","tumor necrosis factor, alpha-induced protein 1 (endothelial) (TNFAIP1), mRNA.","Chr17: 23.697670",9.855,"N/A","N/A","N/A",0.072,146,0.3899,"--","0.39900000000000002","7126","17",23.69767,1
16976,"ILMN_1656904","SLC1A4","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 (SLC1A4), mRNA.","Chr2: 65.104245",8.317,"N/A","N/A","N/A",-0.072,146,0.3899,"--","6.2E-2","6509","2",65.104245,-1
16977,"ILMN_1815124","CHCHD2P6","similar to Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (HCV NS2 trans-regulated protein) (NS2TP), transcript variant 3 (LOC645317), mRNA.","Chr1: 15.804299",18.265,"N/A","N/A","N/A",0.072,146,0.3902,"--","--","645317","1",15.804299,1
16978,"ILMN_1703524","SRP68","signal recognition particle 68kDa (SRP68), mRNA.","Chr17: 71.547046",10.715,"N/A","N/A","N/A",0.072,146,0.3902,"--","-0.28499999999999798","6730","17",71.547046,1
16979,"ILMN_1772351","NR4A1","nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 3, mRNA.","Chr12: 50.735200",7.019,"N/A","N/A","N/A",0.072,146,0.3904,"0.377","0.13400000000000001","3164","12",50.7352,1
16980,"ILMN_1712596","NUDT16P","nudix (nucleoside diphosphate linked moiety X)-type motif 16 pseudogene (NUDT16P) on chromosome 3.","Chr3: 132.565798",6.784,"N/A","N/A","N/A",-0.072,146,0.3905,"--","--","152195","3",132.565798,-1
16981,"ILMN_1711269","ASB5","ankyrin repeat and SOCS box-containing 5 (ASB5), mRNA.","Chr4: 177.372356",6.703,"N/A","N/A","N/A",0.072,146,0.3907,"--","0.27800000000000002","140458","4",177.372356,1
16982,"ILMN_1814971","TCF25","transcription factor 25 (basic helix-loop-helix) (TCF25), mRNA.","Chr16: 88.505180",12.775,"N/A","N/A","N/A",-0.072,146,0.3908,"--","0.23300000000000001","22980","16",88.50518,-1
16983,"ILMN_1689097","NAT5","N-acetyltransferase 5 (NAT5), transcript variant 2, mRNA.","Chr20: 19.962121",13.506,"N/A","N/A","N/A",0.072,146,0.391,"0.27600000000000002","-0.12","51126","20",19.962121,1
16984,"ILMN_1780621","FLJ31659","hypothetical protein FLJ31659 (FLJ31659), mRNA.","Chr4: 166.099537",7.486,"N/A","N/A","N/A",0.071,146,0.3912,"--","--","152756","4",166.099537,1
16985,"ILMN_1664292","ZNF415","zinc finger protein 415 (ZNF415), mRNA.","Chr19: 58.303161",9.127,"N/A","N/A","N/A",-0.071,146,0.3913,"--","--","55786","19",58.303161,-1
16986,"ILMN_1685572","MAGEB6","melanoma antigen family B, 6 (MAGEB6), mRNA.","ChrX: 26.123089",6.654,"N/A","N/A","N/A",-0.071,146,0.3914,"--","--","158809","X",26.123089,-1
16987,"ILMN_1788384","C9orf5","chromosome 9 open reading frame 5 (C9orf5), mRNA.","ChrUn: 1.000000",10.124,"N/A","N/A","N/A",0.071,146,0.3916,"--","--","23731","Un",1,1
16988,"ILMN_1795119","MYH3","myosin, heavy chain 3, skeletal muscle, embryonic (MYH3), mRNA.","ChrUn: 1.000000",7.292,"N/A","N/A","N/A",-0.071,146,0.3918,"0.249","-0.33300000000000002","4621","Un",1,-1
16989,"ILMN_1750711","MYOHD1","myosin head domain containing 1 (MYOHD1), transcript variant 3, mRNA.","Chr17: 31.943223",6.981,"N/A","N/A","N/A",-0.071,146,0.392,"--","-0.05","80179","17",31.943223,-1
16990,"ILMN_1804415","SMAGP","small trans-membrane and glycosylated protein (LOC57228), transcript variant 2, mRNA.","Chr12: 49.925603",6.971,"N/A","N/A","N/A",0.071,146,0.3921,"--","--","57228","12",49.925603,1
16991,"ILMN_1681890","DYNLT3","dynein, light chain, Tctex-type 3 (DYNLT3), mRNA.","ChrX: 37.583497",9.229,"N/A","N/A","N/A",-0.071,146,0.3921,"0.219","0.45500000000000002","6990","X",37.583497,-1
16992,"ILMN_1725438","CLDN14","claudin 14 (CLDN14), transcript variant 1, mRNA.","Chr21: 36.771599",6.652,"N/A","N/A","N/A",-0.071,146,0.3924,"0.45300000000000001","0.41","23562","21",36.771599,-1
16993,"ILMN_1748578","RAD21","RAD21 homolog (S. pombe) (RAD21), mRNA.","Chr8: 117.932155",9.585,"N/A","N/A","N/A",0.071,146,0.3925,"0.33800000000000002","0.185","5885","8",117.932155,1
16994,"ILMN_1748894","GTPBP3","GTP binding protein 3 (mitochondrial) (GTPBP3), transcript variant V, mRNA.","Chr19: 17.314411",9.02,"N/A","N/A","N/A",-0.071,146,0.3927,"0.32200000000000001","0.211999999999998","84705","19",17.314411,-1
16995,"ILMN_1805098","PDE1B","phosphodiesterase 1B, calmodulin-dependent (PDE1B), mRNA.","Chr12: 53.259048",7.675,"N/A","N/A","N/A",-0.071,146,0.3929,"0.64600000000000002","-0.30299999999999799","5153","12",53.259048,-1
16996,"ILMN_1656312","TMEM79","transmembrane protein 79 (TMEM79), mRNA.","Chr1: 154.528670",7.069,"N/A","N/A","N/A",0.071,146,0.393,"--","-5.7000000000000002E-2","84283","1",154.52867,1
16997,"ILMN_1747911","CDC2","cell division cycle 2, G1 to S and G2 to M (CDC2), transcript variant 2, mRNA.","Chr10: 62.221918",6.693,"N/A","N/A","N/A",-0.071,146,0.393,"0.30399999999999799","--","983","10",62.221918,-1
16998,"ILMN_1792812","TMC1","transmembrane channel-like 1 (TMC1), mRNA.","Chr9: 74.635190",6.66,"N/A","N/A","N/A",-0.071,146,0.3931,"--","-0.52300000000000002","117531","9",74.63519,-1
16999,"ILMN_1798620","PQLC1","PQ loop repeat containing 1 (PQLC1), mRNA.","Chr18: 75.763552",13.395,"N/A","N/A","N/A",-0.071,146,0.3933,"--","9.5000000000000001E-2","80148","18",75.763552,-1
17000,"ILMN_1795166","PTHR1","parathyroid hormone receptor 1 (PTHR1), mRNA.","Chr3: 46.920155",8.754,"N/A","N/A","N/A",-0.071,146,0.3934,"0.375","0.441","5745","3",46.920155,-1
17001,"ILMN_1812254","KIF5A","kinesin family member 5A (KIF5A), mRNA.","Chr12: 56.264298",7.398,"N/A","N/A","N/A",-0.071,146,0.3934,"0.34100000000000003","-0.23799999999999799","3798","12",56.264298,-1
17002,"ILMN_1801152","PSRC1","proline/serine-rich coiled-coil 1 (PSRC1), transcript variant 4, mRNA.","Chr1: 109.625191",6.79,"N/A","N/A","N/A",-0.071,146,0.3934,"0.28699999999999798","-1.4E-2","84722","1",109.625191,-1
17003,"ILMN_1745262","REM2","RAS (RAD and GEM)-like GTP binding 2 (REM2), mRNA.","ChrUn: 1.000000",7.417,"N/A","N/A","N/A",0.071,146,0.3935,"0.28199999999999797","-0.26","161253","Un",1,1
17004,"ILMN_1671276","LOC731823","similar to Free fatty acid receptor 3 (G-protein coupled receptor 41), transcript variant 2 (LOC731823), mRNA.","ChrUn: 1.000000",6.611,"N/A","N/A","N/A",0.071,146,0.3935,"--","--","731823","Un",1,1
17005,"ILMN_1768293","NUP155","nucleoporin 155kDa (NUP155), transcript variant 2, mRNA.","Chr5: 37.327831",7.628,"N/A","N/A","N/A",-0.071,146,0.3935,"0.33200000000000002","-6.4000000000000001E-2","9631","5",37.327831,-1
17006,"ILMN_1671104","ZNF592","zinc finger protein 592 (ZNF592), mRNA.","ChrUn: 1.000000",6.941,"N/A","N/A","N/A",-0.071,146,0.3936,"--","--","9640","Un",1,-1
17007,"ILMN_1739624","UGT2B15","UDP glucuronosyltransferase 2 family, polypeptide B15 (UGT2B15), mRNA.","Chr4: 69.570912",6.709,"N/A","N/A","N/A",-0.071,146,0.3937,"--","--","7366","4",69.570912,-1
17008,"ILMN_1658277","L3MBTL","l(3)mbt-like (Drosophila) (L3MBTL), transcript variant II, mRNA.","ChrUn: 1.000000",7.001,"N/A","N/A","N/A",0.071,146,0.3939,"0.31900000000000001","-0.45900000000000002","26013","Un",1,1
17009,"ILMN_1795181","FLJ20035","hypothetical protein FLJ20035 (FLJ20035), mRNA.","Chr4: 169.379554",6.833,"N/A","N/A","N/A",0.071,146,0.394,"--","--","55601","4",169.379554,1
17010,"ILMN_1710723","ROBO1","roundabout, axon guidance receptor, homolog 1 (Drosophila) (ROBO1), transcript variant 2, mRNA.","Chr3: 79.150709",6.631,"N/A","N/A","N/A",0.071,146,0.394,"0.34499999999999797","-0.180999999999999","6091","3",79.150709,1
17011,"ILMN_1767176","PDE9A","phosphodiesterase 9A (PDE9A), transcript variant 5, mRNA.","Chr21: 42.990615",6.821,"N/A","N/A","N/A",-0.071,146,0.394,"0.52700000000000002","0.30499999999999799","5152","21",42.990615,-1
17012,"ILMN_1658806","SLC5A10","solute carrier family 5 (sodium/glucose cotransporter), member 10 (SLC5A10), transcript variant 1, mRNA.","ChrUn: 1.000000",6.672,"N/A","N/A","N/A",0.071,146,0.3941,"--","0.29599999999999799","125206","Un",1,1
17013,"ILMN_1795118","SIDT1","SID1 transmembrane family, member 1 (SIDT1), mRNA.","ChrUn: 1.000000",7.869,"N/A","N/A","N/A",-0.071,146,0.3942,"--","-0.2","54847","Un",1,-1
17014,"ILMN_1721363","RNF182","ring finger protein 182 (RNF182), mRNA.","Chr6: 14.087619",8.83,"N/A","N/A","N/A",0.071,146,0.3942,"--","-0.36299999999999799","221687","6",14.087619,1
17015,"ILMN_1683700","TNFSF12","tumor necrosis factor (ligand) superfamily, member 12 (TNFSF12), mRNA.","Chr17: 7.401691",9.417,"N/A","N/A","N/A",-0.071,146,0.3943,"--","0.45","8742","17",7.401691,-1
17016,"ILMN_1701361","C9orf150","chromosome 9 open reading frame 150 (C9orf150), mRNA.","Chr9: 12.812625",7.923,"N/A","N/A","N/A",-0.071,146,0.3944,"--","--","286343","9",12.812625,-1
17017,"ILMN_1690839","PPAPDC3","phosphatidic acid phosphatase type 2 domain containing 3 (PPAPDC3), mRNA.","Chr9: 133.174207",9.917,"N/A","N/A","N/A",-0.071,146,0.3944,"0.184","-5.3999999999999902E-2","84814","9",133.174207,-1
17018,"ILMN_1691294","CTBP2","C-terminal binding protein 2 (CTBP2), transcript variant 1, mRNA.","Chr10: 126.789636",7.442,"N/A","N/A","N/A",0.071,146,0.3944,"0.32800000000000001","-0.32700000000000001","1488","10",126.789636,1
17019,"ILMN_1656651","MR1","major histocompatibility complex, class I-related (MR1), mRNA.","Chr1: 179.289360",6.886,"N/A","N/A","N/A",0.071,146,0.3945,"0.41899999999999799","0.01","3140","1",179.28936,1
17020,"ILMN_1653342","DUS1L","dihydrouridine synthase 1-like (S. cerevisiae) (DUS1L), mRNA.","Chr17: 77.609348",7.934,"N/A","N/A","N/A",-0.071,146,0.3946,"--","0.27100000000000002","64118","17",77.609348,-1
17021,"ILMN_1737015","RPL39","ribosomal protein L39 (RPL39), mRNA.","ChrX: 118.809569",15.434,"N/A","N/A","N/A",0.071,146,0.3947,"0.25600000000000001","0.305999999999999","6170","X",118.809569,1
17022,"ILMN_1750401","C17orf62","chromosome 17 open reading frame 62 (C17orf62), mRNA.","Chr17: 77.994073",8.114,"N/A","N/A","N/A",0.071,146,0.3947,"--","--","79415","17",77.994073,1
