"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r"
15332,"ILMN_1667034","PDPR","pyruvate dehydrogenase phosphatase regulatory subunit (PDPR), mRNA.","Chr16: 68.752405",9.335,"N/A","N/A","N/A",0.088,146,0.2901,"--","--"
15333,"ILMN_1721564","C3ORF24","chromosome 3 open reading frame 24 (C3orf24), mRNA.","Chr3: 10.121099",6.66,"N/A","N/A","N/A",-0.088,146,0.2901,"0.23699999999999999","--"
15334,"ILMN_1794187","FBXL3","F-box and leucine-rich repeat protein 3 (FBXL3), mRNA.","Chr13: 76.477943",7.463,"N/A","N/A","N/A",-0.088,146,0.2901,"0.33800000000000002","0.42399999999999999"
15335,"ILMN_1752665","ELMO3","engulfment and cell motility 3 (ELMO3), mRNA.","Chr16: 65.794952",6.927,"N/A","N/A","N/A",-0.088,146,0.2901,"--","0.315"
15336,"ILMN_1750658","HAX1","HCLS1 associated protein X-1 (HAX1), transcript variant 2, mRNA.","Chr1: 152.514515",10.718,"N/A","N/A","N/A",0.088,146,0.2904,"--","0.14899999999999999"
15337,"ILMN_1669667","PDLIM2","PDZ and LIM domain 2 (mystique) (PDLIM2), transcript variant 3, mRNA.","Chr8: 22.503169",6.821,"N/A","N/A","N/A",0.088,146,0.2904,"0.29199999999999998","1.2E-2"
15338,"ILMN_1761733","HLA-DMB","major histocompatibility complex, class II, DM beta (HLA-DMB), mRNA.","Chr6: 33.010413",8.869,"N/A","N/A","N/A",0.088,146,0.2906,"0.28499999999999998","--"
15339,"ILMN_1716907","FLJ20254","hypothetical protein FLJ20254 (FLJ20254), mRNA.","Chr2: 27.117737",7.819,"N/A","N/A","N/A",0.088,146,0.2906,"--","--"
15340,"ILMN_1670725","SYT16","synaptotagmin XVI (SYT16), mRNA.","ChrUn: 1.000000",6.788,"N/A","N/A","N/A",-0.088,146,0.2907,"--","-0.25800000000000001"
15341,"ILMN_1679139","HORMAD2","HORMA domain containing 2 (HORMAD2), mRNA.","Chr22: 28.902677",6.631,"N/A","N/A","N/A",-0.088,146,0.2907,"0.2","-0.54600000000000004"
15342,"ILMN_1664938","PLSCR3","phospholipid scramblase 3 (PLSCR3), mRNA.","Chr17: 7.234058",6.685,"N/A","N/A","N/A",0.088,146,0.2907,"0.41399999999999998","4.3999999999999997E-2"
15343,"ILMN_1675053","DMN","desmuslin (DMN), transcript variant A, mRNA.","ChrUn: 1.000000",6.866,"N/A","N/A","N/A",-0.088,146,0.2908,"--","-0.186"
15344,"ILMN_1747943","ZNF695","zinc finger protein 695 (ZNF695), mRNA.","Chr1: 245.175629",6.634,"N/A","N/A","N/A",-0.088,146,0.2908,"--","--"
15345,"ILMN_1679646","FTCD","formiminotransferase cyclodeaminase (FTCD), transcript variant B, mRNA.","Chr21: 46.380681",6.857,"N/A","N/A","N/A",-0.088,146,0.2908,"0.48799999999999999","0.68300000000000005"
15346,"ILMN_1753795","SOCS4","suppressor of cytokine signaling 4 (SOCS4), transcript variant 1, mRNA.","Chr14: 54.568333",6.752,"N/A","N/A","N/A",0.088,146,0.2908,"--","-0.215"
15347,"ILMN_1761946","PROM2","prominin 2 (PROM2), mRNA.","Chr2: 95.320692",7.107,"N/A","N/A","N/A",0.088,146,0.291,"0.36699999999999999","-0.11600000000000001"
15348,"ILMN_1739633","KRBA1","KRAB-A domain containing 1 (KRBA1), mRNA.","ChrUn: 1.000000",10.147,"N/A","N/A","N/A",-0.088,146,0.291,"--","-0.44"
15349,"ILMN_1748650","MRPL45","mitochondrial ribosomal protein L45 (MRPL45), nuclear gene encoding mitochondrial protein, mRNA.","Chr17: 33.732424",10.109,"N/A","N/A","N/A",-0.088,146,0.2911,"--","0.13800000000000001"
15350,"ILMN_1698445","PALM2","paralemmin 2 (PALM2), transcript variant 1, mRNA.","Chr9: 111.745455",6.989,"N/A","N/A","N/A",0.088,146,0.2913,"0.25900000000000001","4.0000000000000001E-3"
15351,"ILMN_1657701","TMEM137","transmembrane protein 137 (TMEM137), misc RNA.","ChrUn: 1.000000",8.889,"N/A","N/A","N/A",0.088,146,0.2913,"--","--"
15352,"ILMN_1717915","TRIM54","tripartite motif-containing 54 (TRIM54), transcript variant 1, mRNA.","Chr2: 27.383474",6.898,"N/A","N/A","N/A",-0.088,146,0.2913,"--","-4.5999999999999999E-2"
15353,"ILMN_1813335","LTC4S","leukotriene C4 synthase (LTC4S), transcript variant 2, mRNA.","Chr5: 179.155343",6.747,"N/A","N/A","N/A",-0.088,146,0.2916,"0.36299999999999999","0.371"
15354,"ILMN_1663932","TP53TG3","TP53TG3 protein (TP53TG3), transcript variant 1, mRNA.","Chr16: 32.172679",6.519,"N/A","N/A","N/A",-0.088,146,0.2916,"--","--"
15355,"ILMN_1663300","PCDH11X","protocadherin 11 X-linked (PCDH11X), transcript variant b, mRNA.","ChrX: 90.977146",6.654,"N/A","N/A","N/A",-0.088,146,0.2917,"0.39700000000000002","-5.1999999999999998E-2"
15356,"ILMN_1667019","LRRC48","leucine rich repeat containing 48 (LRRC48), mRNA.","Chr17: 17.860810",6.814,"N/A","N/A","N/A",-0.088,146,0.2918,"--","-0.48199999999999998"
15357,"ILMN_1680856","CXORF6","chromosome X open reading frame 6 (CXorf6), mRNA.","ChrUn: 1.000000",9.393,"N/A","N/A","N/A",-0.088,146,0.2919,"0.34599999999999997","--"
15358,"ILMN_1692773","BET1L","blocked early in transport 1 homolog (S. cerevisiae)-like (BET1L), mRNA.","Chr11: 0.193009",10.82,"N/A","N/A","N/A",0.088,146,0.2919,"0.19700000000000001","0.151"
15359,"ILMN_1813645","NEK11","NIMA (never in mitosis gene a)- related kinase 11 (NEK11), transcript variant 2, mRNA.","Chr3: 132.356643",7.216,"N/A","N/A","N/A",0.088,146,0.2921,"--","-0.48199999999999998"
15360,"ILMN_1657571","ASNA1","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) (ASNA1), mRNA.","Chr19: 12.720005",7.161,"N/A","N/A","N/A",-0.088,146,0.2921,"0.41699999999999998","-0.14799999999999999"
15361,"ILMN_1770421","BCAM","basal cell adhesion molecule (Lutheran blood group) (BCAM), transcript variant 1, mRNA.","Chr19: 50.014739",7.064,"N/A","N/A","N/A",0.088,146,0.2922,"0.36199999999999999","0.317"
15362,"ILMN_1697512","SLC32A1","solute carrier family 32 (GABA vesicular transporter), member 1 (SLC32A1), mRNA.","Chr20: 36.791086",9.296,"N/A","N/A","N/A",-0.088,146,0.2922,"--","-0.254"
15363,"ILMN_1694837","GPATCH4","G patch domain containing 4 (GPATCH4), transcript variant 1, mRNA.","Chr1: 154.831109",8.327,"N/A","N/A","N/A",-0.088,146,0.2923,"--","-2.1000000000000001E-2"
15364,"ILMN_1767969","SND1","staphylococcal nuclease and tudor domain containing 1 (SND1), mRNA.","Chr7: 127.519710",11.432,"N/A","N/A","N/A",0.088,146,0.2924,"--","0.36099999999999999"
15365,"ILMN_1685115","HEXIM1","hexamethylene bis-acetamide inducible 1 (HEXIM1), mRNA.","Chr17: 40.584960",7.203,"N/A","N/A","N/A",-0.088,146,0.2926,"0.44700000000000001","--"
15366,"ILMN_1797372","C3ORF58","chromosome 3 open reading frame 58 (C3orf58), mRNA.","Chr3: 145.193472",7.944,"N/A","N/A","N/A",-0.088,146,0.2926,"0.318","--"
15367,"ILMN_1804895","FLJ39575","hypothetical protein FLJ39575 (FLJ39575), mRNA.","Chr7: 111.917760",7.037,"N/A","N/A","N/A",-0.088,146,0.2927,"--","--"
15368,"ILMN_1714010","KRTAP4-4","keratin associated protein 4-4 (KRTAP4-4), mRNA.","Chr17: 36.569720",6.544,"N/A","N/A","N/A",-0.088,146,0.2927,"--","--"
15369,"ILMN_1717248","C9ORF66","chromosome 9 open reading frame 66 (C9orf66), mRNA.","Chr9: 0.203618",6.604,"N/A","N/A","N/A",-0.088,146,0.2928,"--","--"
15370,"ILMN_1657148","C19ORF23","chromosome 19 open reading frame 23 (C19orf23), mRNA.","Chr19: 1.218529",6.653,"N/A","N/A","N/A",-0.088,146,0.2929,"--","--"
15371,"ILMN_1703856","SQSTM1","sequestosome 1 (SQSTM1), mRNA.","Chr5: 179.197561",8.017,"N/A","N/A","N/A",0.088,146,0.293,"--","0.61699999999999999"
15372,"ILMN_1671028","THRAP3","thyroid hormone receptor associated protein 3 (THRAP3), mRNA.","Chr1: 36.542397",7.448,"N/A","N/A","N/A",-0.088,146,0.2933,"--","-0.17699999999999999"
15373,"ILMN_1727553","LOC63920","transposon-derived Buster3 transposase-like (LOC63920), mRNA.","Chr5: 159.752765",7.541,"N/A","N/A","N/A",-0.088,146,0.2934,"--","--"
15374,"ILMN_1740415","WFDC3","WAP four-disulfide core domain 3 (WFDC3), transcript variant 3, mRNA.","Chr20: 43.837497",6.72,"N/A","N/A","N/A",0.088,146,0.2934,"--","-0.44600000000000001"
15375,"ILMN_1675918","ECHDC3","enoyl Coenzyme A hydratase domain containing 3 (ECHDC3), mRNA.","Chr10: 11.845780",6.932,"N/A","N/A","N/A",0.088,146,0.2934,"--","0.74299999999999999"
15376,"ILMN_1661585","RASGEF1A","RasGEF domain family, member 1A (RASGEF1A), mRNA.","ChrUn: 1.000000",9.876,"N/A","N/A","N/A",-0.088,146,0.2934,"--","-0.10299999999999999"
15377,"ILMN_1657770","IFNG","interferon, gamma (IFNG), mRNA.","Chr12: 66.835108",6.782,"N/A","N/A","N/A",-0.088,146,0.2935,"0.28100000000000003","0.13"
15378,"ILMN_1713125","SPANXD","SPANX family, member D (SPANXD), mRNA.","ChrX: 140.613468",6.574,"N/A","N/A","N/A",-0.088,146,0.2935,"--","--"
15379,"ILMN_1692826","C16ORF28","chromosome 16 open reading frame 28 (C16orf28), mRNA.","Chr16: 1.355395",8.455,"N/A","N/A","N/A",0.087,146,0.2936,"--","--"
15380,"ILMN_1759985","FLJ10292","mago-nashi homolog 2 (FLJ10292), mRNA.","Chr12: 10.648428",6.751,"N/A","N/A","N/A",-0.087,146,0.2937,"--","--"
15381,"ILMN_1807969","SNCAIP","synuclein, alpha interacting protein (synphilin) (SNCAIP), mRNA.","Chr5: 121.827524",8.283,"N/A","N/A","N/A",0.087,146,0.2937,"--","-0.60899999999999999"
15382,"ILMN_1711210","ATN1","atrophin 1 (ATN1), transcript variant 1, mRNA.","Chr12: 6.903893",6.677,"N/A","N/A","N/A",-0.087,146,0.2939,"0.433","0.128"
15383,"ILMN_1701875","ZYX","zyxin (ZYX), transcript variant 2, mRNA.","Chr7: 142.798238",9.716,"N/A","N/A","N/A",0.087,146,0.294,"--","0.16500000000000001"
15384,"ILMN_1721432","B3GAT3","beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) (B3GAT3), mRNA.","Chr11: 62.139428",7.896,"N/A","N/A","N/A",-0.087,146,0.294,"0.33900000000000002","8.0000000000000002E-3"
15385,"ILMN_1792308","LOC441177","hypothetical protein LOC441177 (LOC441177), mRNA.","Chr6: 166.322925",6.646,"N/A","N/A","N/A",-0.087,146,0.2941,"--","--"
15386,"ILMN_1724666","INADL","InaD-like (Drosophila) (INADL), transcript variant 4, mRNA.","Chr1: 62.353026",7.725,"N/A","N/A","N/A",-0.087,146,0.2943,"0.16500000000000001","3.6999999999999998E-2"
15387,"ILMN_1664098","FASTK","Fas-activated serine/threonine kinase (FASTK), transcript variant 1, mRNA.","Chr7: 150.404803",8.013,"N/A","N/A","N/A",0.087,146,0.2944,"0.32100000000000001","0.112"
15388,"ILMN_1688117","CT45-3","cancer/testis antigen CT45-3 (CT45-3), mRNA.","ChrX: 134.711222",6.839,"N/A","N/A","N/A",-0.087,146,0.2945,"--","--"
15389,"ILMN_1729237","CYB5R1","cytochrome b5 reductase 1 (CYB5R1), mRNA.","Chr1: 201.197640",10.08,"N/A","N/A","N/A",-0.087,146,0.2945,"--","-7.5999999999999998E-2"
15390,"ILMN_1665760","C10ORF53","chromosome 10 open reading frame 53 (C10orf53), mRNA.","Chr10: 50.588212",6.75,"N/A","N/A","N/A",-0.087,146,0.2945,"--","--"
15391,"ILMN_1663131","LYST","lysosomal trafficking regulator (LYST), transcript variant 2, mRNA.","Chr1: 234.113163",6.688,"N/A","N/A","N/A",-0.087,146,0.2946,"0.36699999999999999","-0.36299999999999999"
15392,"ILMN_1705984","HNMT","histamine N-methyltransferase (HNMT), transcript variant 1, mRNA.","Chr2: 138.489738",7.113,"N/A","N/A","N/A",-0.087,146,0.2946,"0.434","-2.1999999999999999E-2"
15393,"ILMN_1723042","CLDN3","claudin 3 (CLDN3), mRNA.","Chr7: 72.821281",6.803,"N/A","N/A","N/A",-0.087,146,0.2946,"0.377","0.17599999999999999"
15394,"ILMN_1769556","C5ORF23","chromosome 5 open reading frame 23 (C5orf23), mRNA.","Chr5: 32.827158",6.788,"N/A","N/A","N/A",-0.087,146,0.2947,"--","--"
15395,"ILMN_1651536","GEFT","RAC/CDC42 exchange factor (GEFT), transcript variant 2, mRNA.","Chr12: 56.292839",6.514,"N/A","N/A","N/A",-0.087,146,0.2948,"0.29799999999999999","-0.27"
15396,"ILMN_1810385","ATR","ataxia telangiectasia and Rad3 related (ATR), mRNA.","ChrUn: 1.000000",6.753,"N/A","N/A","N/A",-0.087,146,0.2949,"--","-0.48399999999999999"
15397,"ILMN_1689007","SFRS14","splicing factor, arginine/serine-rich 14 (SFRS14), transcript variant 1, mRNA.","Chr19: 18.964480",8.58,"N/A","N/A","N/A",0.087,146,0.295,"--","-0.71099999999999997"
15398,"ILMN_1740606","PLEKHK1","pleckstrin homology domain containing, family K member 1 (PLEKHK1), mRNA.","Chr10: 63.623463",6.493,"N/A","N/A","N/A",-0.087,146,0.2951,"--","0.23899999999999999"
15399,"ILMN_1704196","DSG2","desmoglein 2 (DSG2), mRNA.","ChrUn: 1.000000",6.615,"N/A","N/A","N/A",-0.087,146,0.2951,"0.35099999999999998","0.23899999999999999"
15400,"ILMN_1684943","TRAT1","T cell receptor associated transmembrane adaptor 1 (TRAT1), mRNA.","Chr3: 110.055475",6.681,"N/A","N/A","N/A",-0.087,146,0.2952,"--","-0.159"
15401,"ILMN_1678170","MME","membrane metallo-endopeptidase (MME), transcript variant 2a, mRNA.","ChrUn: 1.000000",6.896,"N/A","N/A","N/A",-0.087,146,0.2953,"0.57499999999999996","0.214"
15402,"ILMN_1764840","KIFC1","kinesin family member C1 (KIFC1), mRNA.","Chr6: 33.485522",6.753,"N/A","N/A","N/A",-0.087,146,0.2953,"0.26800000000000002","-0.41599999999999998"
15403,"ILMN_1680016","SLCO1A2","solute carrier organic anion transporter family, member 1A2 (SLCO1A2), transcript variant 1, mRNA.","ChrUn: 1.000000",6.874,"N/A","N/A","N/A",-0.087,146,0.2953,"--","--"
15404,"ILMN_1803563","HDAC9","histone deacetylase 9 (HDAC9), transcript variant 2, mRNA.","Chr7: 18.672530",7.17,"N/A","N/A","N/A",-0.087,146,0.2953,"0.40600000000000003","-0.27"
15405,"ILMN_1772486","ELF2","E74-like factor 2 (ets domain transcription factor) (ELF2), transcript variant 2, mRNA.","Chr4: 140.224752",7,"N/A","N/A","N/A",0.087,146,0.2954,"0.35799999999999998","-0.2"
15406,"ILMN_1682831","NEB","nebulin (NEB), mRNA.","ChrUn: 1.000000",6.835,"N/A","N/A","N/A",-0.087,146,0.2954,"0.36499999999999999","3.7999999999999999E-2"
15407,"ILMN_1748206","C20ORF160","chromosome 20 open reading frame 160 (C20orf160), mRNA.","Chr20: 30.083460",7.82,"N/A","N/A","N/A",0.087,146,0.2956,"0.33600000000000002","--"
15408,"ILMN_1716704","NLRC5","NLR family, CARD domain containing 5 (NLRC5), mRNA.","ChrUn: 1.000000",6.753,"N/A","N/A","N/A",-0.087,146,0.2956,"--","--"
15409,"ILMN_1780188","B3GALNT2","beta-1,3-N-acetylgalactosaminyltransferase 2 (B3GALNT2), mRNA.","Chr1: 233.680066",6.905,"N/A","N/A","N/A",-0.087,146,0.2956,"0.28000000000000003","2.8000000000000001E-2"
15410,"ILMN_1736829","MDM2","Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) (MDM2), transcript variant MDM2, mRNA.","Chr12: 67.516749",6.806,"N/A","N/A","N/A",0.087,146,0.2957,"0.27100000000000002","-0.33300000000000002"
15411,"ILMN_1741005","RG9MTD2","RNA (guanine-9-) methyltransferase domain containing 2 (RG9MTD2), mRNA.","Chr4: 100.687145",7.01,"N/A","N/A","N/A",-0.087,146,0.2958,"--","-0.503"
15412,"ILMN_1730516","TMEM133","transmembrane protein 133 (TMEM133), mRNA.","Chr11: 100.369480",6.761,"N/A","N/A","N/A",0.087,146,0.2958,"--","--"
15413,"ILMN_1666934","GRIK2","glutamate receptor, ionotropic, kainate 2 (GRIK2), transcript variant 2, mRNA.","Chr6: 102.618565",6.716,"N/A","N/A","N/A",-0.087,146,0.2959,"0.45400000000000001","-0.13400000000000001"
15414,"ILMN_1750300","CSNK2A1","casein kinase 2, alpha 1 polypeptide (CSNK2A1), transcript variant 3, mRNA.","Chr20: 0.411426",10.013,"N/A","N/A","N/A",-0.087,146,0.2959,"0.40100000000000002","0.53500000000000003"
15415,"ILMN_1752455","DOCK5","dedicator of cytokinesis 5 (DOCK5), mRNA.","ChrUn: 1.000000",6.849,"N/A","N/A","N/A",0.087,146,0.296,"0.33400000000000002","0.20200000000000001"
15416,"ILMN_1738767","PLP2","proteolipid protein 2 (colonic epithelium-enriched) (PLP2), mRNA.","ChrX: 48.918053",6.618,"N/A","N/A","N/A",0.087,146,0.296,"0.16800000000000001","7.8E-2"
15417,"ILMN_1713319","PBLD","phenazine biosynthesis-like protein domain containing (PBLD), transcript variant 1, mRNA.","Chr10: 69.712823",10.971,"N/A","N/A","N/A",0.087,146,0.296,"0.14699999999999999","0.66400000000000003"
15418,"ILMN_1684819","CDX2","caudal type homeobox transcription factor 2 (CDX2), mRNA.","Chr13: 27.434552",6.739,"N/A","N/A","N/A",-0.087,146,0.296,"0.29599999999999999","4.8000000000000001E-2"
15419,"ILMN_1669259","ANKRD49","ankyrin repeat domain 49 (ANKRD49), mRNA.","Chr11: 93.871988",7.813,"N/A","N/A","N/A",-0.087,146,0.2961,"0.24099999999999999","-0.67200000000000004"
15420,"ILMN_1808152","SLC41A3","solute carrier family 41, member 3 (SLC41A3), transcript variant 4, mRNA.","Chr3: 127.257920",6.532,"N/A","N/A","N/A",-0.087,146,0.2964,"--","-0.124"
15421,"ILMN_1747395","SLC24A1","solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 (SLC24A1), mRNA.","ChrUn: 1.000000",6.977,"N/A","N/A","N/A",0.087,146,0.2965,"--","-0.247"
15422,"ILMN_1787370","PRO1853","hypothetical protein PRO1853 (PRO1853), transcript variant 1, mRNA.","Chr2: 37.322378",7.167,"N/A","N/A","N/A",-0.087,146,0.2965,"--","--"
15423,"ILMN_1781859","UGT2B28","UDP glucuronosyltransferase 2 family, polypeptide B28 (UGT2B28), mRNA.","Chr4: 70.194925",6.607,"N/A","N/A","N/A",-0.087,146,0.2966,"--","--"
15424,"ILMN_1718712","C20ORF177","chromosome 20 open reading frame 177 (C20orf177), mRNA.","Chr20: 57.955529",11.775,"N/A","N/A","N/A",-0.087,146,0.2966,"--","--"
15425,"ILMN_1719851","LOC388438","hypothetical LOC388438 (LOC388438), mRNA.","Chr17: 1.000000",6.763,"N/A","N/A","N/A",-0.087,146,0.2967,"--","--"
15426,"ILMN_1760475","FRG2","FSHD region gene 2 protein (FRG2), mRNA.","Chr4: 191.184076",6.669,"N/A","N/A","N/A",-0.087,146,0.2968,"--","--"
15427,"ILMN_1814657","TFAP4","transcription factor AP-4 (activating enhancer binding protein 4) (TFAP4), mRNA.","Chr16: 4.247413",6.9,"N/A","N/A","N/A",0.087,146,0.2969,"--","--"
15428,"ILMN_1793621","ZFYVE27","zinc finger, FYVE domain containing 27 (ZFYVE27), transcript variant 3, mRNA.","Chr10: 99.510236",6.759,"N/A","N/A","N/A",-0.087,146,0.297,"--","-0.246"
15429,"ILMN_1806266","RAP1GDS1","RAP1, GTP-GDP dissociation stimulator 1 (RAP1GDS1), mRNA.","Chr4: 99.582307",11.772,"N/A","N/A","N/A",-0.087,146,0.297,"0.435","0.19900000000000001"
15430,"ILMN_1732371","SLC26A10","solute carrier family 26, member 10 (SLC26A10), transcript variant 1, mRNA.","Chr12: 56.304597",6.916,"N/A","N/A","N/A",-0.087,146,0.2971,"--","--"
15431,"ILMN_1781472","CDC42BPA","CDC42 binding protein kinase alpha (DMPK-like) (CDC42BPA), transcript variant A, mRNA.","ChrUn: 1.000000",7.891,"N/A","N/A","N/A",0.087,146,0.2971,"--","0.14899999999999999"
15432,"ILMN_1721147","HTR5A","5-hydroxytryptamine (serotonin) receptor 5A (HTR5A), mRNA.","Chr7: 154.494270",6.997,"N/A","N/A","N/A",-0.087,146,0.2971,"0.52300000000000002","0.26800000000000002"
15433,"ILMN_1710204","TNFRSF4","tumor necrosis factor receptor superfamily, member 4 (TNFRSF4), mRNA.","Chr1: 1.137210",6.778,"N/A","N/A","N/A",-0.087,146,0.2973,"--","-0.224"
15434,"ILMN_1736936","FOXI1","forkhead box I1 (FOXI1), transcript variant 1, mRNA.","Chr5: 169.468976",6.584,"N/A","N/A","N/A",-0.087,146,0.2973,"0.32900000000000001","8.4000000000000005E-2"
15435,"ILMN_1766888","EVX1","even-skipped homeobox 1 (EVX1), mRNA.","Chr7: 27.252667",6.812,"N/A","N/A","N/A",-0.087,146,0.2974,"0.36299999999999999","7.0000000000000001E-3"
15436,"ILMN_1769575","JAM3","junctional adhesion molecule 3 (JAM3), mRNA.","Chr11: 133.526711",11.92,"N/A","N/A","N/A",0.087,146,0.2975,"0.38800000000000001","-3.6999999999999998E-2"
15437,"ILMN_1774447","AMPD3","adenosine monophosphate deaminase (isoform E) (AMPD3), transcript variant 1, mRNA.","Chr11: 10.485447",6.748,"N/A","N/A","N/A",-0.087,146,0.2976,"0.496","0.13600000000000001"
15438,"ILMN_1699258","ALDH8A1","aldehyde dehydrogenase 8 family, member A1 (ALDH8A1), transcript variant 2, mRNA.","Chr6: 135.280985",6.885,"N/A","N/A","N/A",-0.087,146,0.2976,"0.35","0.60399999999999998"
15439,"ILMN_1675364","SOX14","SRY (sex determining region Y)-box 14 (SOX14), mRNA.","Chr3: 138.966743",6.523,"N/A","N/A","N/A",-0.087,146,0.2978,"--","-0.39700000000000002"
15440,"ILMN_1688614","GRM5","glutamate receptor, metabotropic 5 (GRM5), mRNA.","Chr11: 87.881067",7.018,"N/A","N/A","N/A",-0.087,146,0.298,"0.38200000000000001","-0.24199999999999999"
15441,"ILMN_1653894","GMIP","GEM interacting protein (GMIP), mRNA.","Chr19: 19.601400",7.368,"N/A","N/A","N/A",-0.087,146,0.2981,"--","-0.04"
15442,"ILMN_1681777","SHROOM2","shroom family member 2 (SHROOM2), mRNA.","ChrX: 9.877147",9.578,"N/A","N/A","N/A",-0.087,146,0.2982,"0.32600000000000001","0.186"
15443,"ILMN_1789507","COL11A1","collagen, type XI, alpha 1 (COL11A1), transcript variant C, mRNA.","ChrUn: 1.000000",8.465,"N/A","N/A","N/A",-0.087,146,0.2984,"0.34899999999999998","0.25"
15444,"ILMN_1656501","DUSP5","dual specificity phosphatase 5 (DUSP5), mRNA.","Chr10: 112.261065",9.02,"N/A","N/A","N/A",-0.087,146,0.2986,"0.26800000000000002","-0.24399999999999999"
15445,"ILMN_1686594","RGS12","regulator of G-protein signalling 12 (RGS12), transcript variant 5, mRNA.","Chr4: 3.349706",7.263,"N/A","N/A","N/A",0.087,146,0.2986,"0.28399999999999997","-0.33300000000000002"
15446,"ILMN_1664701","FLJ14816","hypothetical protein FLJ14816 (FLJ14816), misc RNA.","ChrUn: 1.000000",6.741,"N/A","N/A","N/A",-0.087,146,0.2987,"--","--"
15447,"ILMN_1779934","CDH23","cadherin-like 23 (CDH23), transcript variant 2, mRNA.","Chr10: 73.076315",6.856,"N/A","N/A","N/A",0.087,146,0.2987,"0.28799999999999998","-0.51100000000000001"
15448,"ILMN_1722426","OR7D2","olfactory receptor, family 7, subfamily D, member 2 (OR7D2), mRNA.","Chr19: 9.160299",6.777,"N/A","N/A","N/A",-0.087,146,0.2987,"--","--"
15449,"ILMN_1697302","SF4","splicing factor 4 (SF4), transcript variant c, mRNA.","Chr19: 19.248228",6.793,"N/A","N/A","N/A",-0.087,146,0.2988,"--","-0.73"
15450,"ILMN_1695604","DCBLD1","discoidin, CUB and LCCL domain containing 1 (DCBLD1), mRNA.","Chr6: 117.971011",7.556,"N/A","N/A","N/A",-0.087,146,0.2988,"--","5.8000000000000003E-2"
15451,"ILMN_1720865","OSBPL7","oxysterol binding protein-like 7 (OSBPL7), transcript variant 1, mRNA.","Chr17: 43.239886",8.746,"N/A","N/A","N/A",0.087,146,0.2988,"--","-0.46899999999999997"
15452,"ILMN_1796336","MAP1S","microtubule-associated protein 1S (MAP1S), mRNA.","Chr19: 17.705235",10.82,"N/A","N/A","N/A",-0.087,146,0.2988,"--","--"
15453,"ILMN_1698402","NFX1","nuclear transcription factor, X-box binding 1 (NFX1), transcript variant 2, mRNA.","Chr9: 33.334135",7.516,"N/A","N/A","N/A",0.087,146,0.2989,"0.34200000000000003","-4.0000000000000001E-3"
15454,"ILMN_1693519","PRKG1","protein kinase, cGMP-dependent, type I (PRKG1), mRNA.","Chr10: 53.724567",6.886,"N/A","N/A","N/A",-0.087,146,0.2989,"0.38200000000000001","-0.13600000000000001"
15455,"ILMN_1707627","TPI1","triosephosphate isomerase 1 (TPI1), mRNA.","Chr12: 6.849195",14.823,"N/A","N/A","N/A",0.087,146,0.2989,"--","0.28100000000000003"
15456,"ILMN_1684054","ASAH1","N-acylsphingosine amidohydrolase (acid ceramidase) 1 (ASAH1), transcript variant 1, mRNA.","ChrUn: 1.000000",8.256,"N/A","N/A","N/A",0.087,146,0.299,"0.45800000000000002","0.42599999999999999"
15457,"ILMN_1783798","GAS8","growth arrest-specific 8 (GAS8), mRNA.","Chr16: 88.638631",8.998,"N/A","N/A","N/A",-0.087,146,0.299,"0.33200000000000002","-0.54100000000000004"
15458,"ILMN_1761560","PHF13","PHD finger protein 13 (PHF13), mRNA.","Chr1: 6.606421",10.301,"N/A","N/A","N/A",0.087,146,0.299,"0.30599999999999999","-0.38900000000000001"
15459,"ILMN_1802537","AKAP14","A kinase (PRKA) anchor protein 14 (AKAP14), transcript variant 3, mRNA.","ChrX: 118.921240",6.767,"N/A","N/A","N/A",-0.087,146,0.2991,"0.23799999999999999","-0.33900000000000002"
15460,"ILMN_1774708","ORMDL2","ORM1-like 2 (S. cerevisiae) (ORMDL2), mRNA.","ChrUn: 1.000000",6.801,"N/A","N/A","N/A",-0.087,146,0.2992,"0.27800000000000002","9.7000000000000003E-2"
15461,"ILMN_1664772","ATP2B4","ATPase, Ca++ transporting, plasma membrane 4 (ATP2B4), transcript variant 1, mRNA.","Chr1: 201.969102",7.867,"N/A","N/A","N/A",0.087,146,0.2992,"0.433","3.0000000000000001E-3"
15462,"ILMN_1737681","NEK10","NIMA (never in mitosis gene a)- related kinase 10 (NEK10), transcript variant 2, mRNA.","Chr3: 27.178976",6.573,"N/A","N/A","N/A",-0.086,146,0.2993,"--","-0.28799999999999998"
15463,"ILMN_1680805","IL28RA","interleukin 28 receptor, alpha (interferon, lambda receptor) (IL28RA), transcript variant 3, mRNA.","Chr1: 24.354085",6.768,"N/A","N/A","N/A",-0.086,146,0.2993,"0.375","-9.7000000000000003E-2"
15464,"ILMN_1703980","MAB21L1","mab-21-like 1 (C. elegans) (MAB21L1), mRNA.","Chr13: 34.946987",6.842,"N/A","N/A","N/A",-0.086,146,0.2993,"0.26200000000000001","0.38500000000000001"
