"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r"
13827,"ILMN_1665219","LTBP4","latent transforming growth factor beta binding protein 4 (LTBP4), transcript variant 1, mRNA.","ChrUn: 1.000000",6.968,"N/A","N/A","N/A",0.117,146,0.1609,"0.38600000000000001","0.23599999999999999"
13828,"ILMN_1784459","MMP3","matrix metallopeptidase 3 (stromelysin 1, progelatinase) (MMP3), mRNA.","Chr11: 102.211811",6.78,"N/A","N/A","N/A",-0.117,146,0.161,"0.443","-4.1000000000000002E-2"
13829,"ILMN_1672811","C1ORF159","chromosome 1 open reading frame 159 (C1orf159), mRNA.","Chr1: 1.007507",7.486,"N/A","N/A","N/A",0.117,146,0.161,"--","--"
13830,"ILMN_1737308","GLRX","glutaredoxin (thioltransferase) (GLRX), mRNA.","Chr5: 95.175728",11.704,"N/A","N/A","N/A",-0.117,146,0.1611,"0.502","0.28899999999999998"
13831,"ILMN_1761049","EIF2C3","eukaryotic translation initiation factor 2C, 3 (EIF2C3), transcript variant 2, mRNA.","Chr1: 36.294521",7.047,"N/A","N/A","N/A",0.117,146,0.1611,"0.36499999999999999","-1.9E-2"
13832,"ILMN_1699960","TRPV4","transient receptor potential cation channel, subfamily V, member 4 (TRPV4), transcript variant 2, mRNA.","Chr12: 108.705304",7.023,"N/A","N/A","N/A",-0.117,146,0.1612,"--","0.33900000000000002"
13833,"ILMN_1761789","CA7","carbonic anhydrase VII (CA7), transcript variant 1, mRNA.","Chr16: 65.445133",7.102,"N/A","N/A","N/A",0.117,146,0.1613,"0.33800000000000002","--"
13834,"ILMN_1757303","PCDHA8","protocadherin alpha 8 (PCDHA8), transcript variant 2, mRNA.","Chr5: 140.203101",6.723,"N/A","N/A","N/A",-0.117,146,0.1613,"--","-0.48399999999999999"
13835,"ILMN_1686136","NSD1","nuclear receptor binding SET domain protein 1 (NSD1), transcript variant 1, mRNA.","Chr5: 176.654977",7.278,"N/A","N/A","N/A",-0.117,146,0.1614,"0.32400000000000001","0.106"
13836,"ILMN_1666140","PRY2","PTPN13-like, Y-linked 2 (PRY2), mRNA.","ChrY: 22.640416",6.749,"N/A","N/A","N/A",-0.117,146,0.1614,"--","--"
13837,"ILMN_1653834","OGFOD1","2-oxoglutarate and iron-dependent oxygenase domain containing 1 (OGFOD1), mRNA.","Chr16: 55.043105",7.021,"N/A","N/A","N/A",-0.117,146,0.1614,"0.34100000000000003","0.14599999999999999"
13838,"ILMN_1666845","KRT17","keratin 17 (KRT17), mRNA.","Chr17: 37.029235",7.259,"N/A","N/A","N/A",-0.116,146,0.1614,"0.36599999999999999","-0.187"
13839,"ILMN_1789995","MGC39606","hypothetical protein MGC39606 (MGC39606), mRNA.","ChrX: 134.386840",6.844,"N/A","N/A","N/A",-0.116,146,0.1615,"--","--"
13840,"ILMN_1813946","CABP1","calcium binding protein 1 (calbrain) (CABP1), transcript variant 1, mRNA.","Chr12: 119.578399",6.954,"N/A","N/A","N/A",0.116,146,0.1615,"0.39800000000000002","0.317"
13841,"ILMN_1782032","ASH1L","ash1 (absent, small, or homeotic)-like (Drosophila) (ASH1L), mRNA.","ChrUn: 1.000000",7.046,"N/A","N/A","N/A",-0.116,146,0.1616,"0.27","4.0000000000000001E-3"
13842,"ILMN_1655218","NFAT5","nuclear factor of activated T-cells 5, tonicity-responsive (NFAT5), transcript variant 5, mRNA.","Chr16: 68.286784",6.68,"N/A","N/A","N/A",-0.116,146,0.1616,"0.43","-0.112"
13843,"ILMN_1694249","CD34","CD34 antigen (CD34), transcript variant 2, mRNA.","Chr1: 206.127912",6.743,"N/A","N/A","N/A",-0.116,146,0.1616,"0.41899999999999998","0.20200000000000001"
13844,"ILMN_1705414","C17ORF81","chromosome 17 open reading frame 81 (C17orf81), transcript variant 2, mRNA.","Chr17: 7.103562",7.737,"N/A","N/A","N/A",0.116,146,0.1617,"0.27100000000000002","--"
13845,"ILMN_1760199","CALB1","calbindin 1, 28kDa (CALB1), mRNA.","Chr8: 91.140293",7.449,"N/A","N/A","N/A",-0.116,146,0.1617,"0.35699999999999998","0.23599999999999999"
13846,"ILMN_1725528","LOC400657","hypothetical gene supported by BC036588 (LOC400657), mRNA.","Chr18: 70.411394",8.411,"N/A","N/A","N/A",0.116,146,0.1619,"--","--"
13847,"ILMN_1690291","CC2D1B","coiled-coil and C2 domain containing 1B (CC2D1B), mRNA.","Chr1: 52.589327",7.058,"N/A","N/A","N/A",0.116,146,0.1619,"0.29499999999999998","-0.34100000000000003"
13848,"ILMN_1743582","NUDT22","nudix (nucleoside diphosphate linked moiety X)-type motif 22 (NUDT22), mRNA.","Chr11: 63.753533",7.758,"N/A","N/A","N/A",0.116,146,0.1619,"--","0.36199999999999999"
13849,"ILMN_1715203","DNAH7","dynein, axonemal, heavy chain 7 (DNAH7), mRNA.","Chr2: 196.310927",6.89,"N/A","N/A","N/A",-0.116,146,0.162,"--","--"
13850,"ILMN_1796673","RIT2","Ras-like without CAAX 2 (RIT2), mRNA.","Chr18: 38.577533",11.521,"N/A","N/A","N/A",-0.116,146,0.162,"0.31","-0.158"
13851,"ILMN_1801097","SRFBP1","serum response factor binding protein 1 (SRFBP1), mRNA.","ChrUn: 1.000000",6.999,"N/A","N/A","N/A",0.116,146,0.162,"--","0.18"
13852,"ILMN_1778267","RGS6","regulator of G-protein signalling 6 (RGS6), mRNA.","Chr14: 72.100013",6.996,"N/A","N/A","N/A",-0.116,146,0.1621,"0.46100000000000002","3.4000000000000002E-2"
13853,"ILMN_1778560","ZNF3","zinc finger protein 3 (ZNF3), transcript variant 2, mRNA.","ChrUn: 1.000000",8.077,"N/A","N/A","N/A",0.116,146,0.1622,"--","--"
13854,"ILMN_1683479","CD34","CD34 molecule (CD34), transcript variant 1, mRNA.","Chr1: 206.151203",6.793,"N/A","N/A","N/A",-0.116,146,0.1622,"0.41899999999999998","0.20200000000000001"
13855,"ILMN_1737426","PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 (PCMTD1), mRNA.","Chr8: 52.892908",9.676,"N/A","N/A","N/A",-0.116,146,0.1623,"--","0.43"
13856,"ILMN_1689431","APCDD1L","adenomatosis polyposis coli down-regulated 1-like (APCDD1L), mRNA.","Chr20: 56.467866",7.184,"N/A","N/A","N/A",-0.116,146,0.1624,"--","--"
13857,"ILMN_1676864","DDX31","DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 (DDX31), transcript variant 2, mRNA.","Chr9: 134.512038",7.059,"N/A","N/A","N/A",-0.116,146,0.1624,"--","-0.64600000000000002"
13858,"ILMN_1787843","HSDL2","hydroxysteroid dehydrogenase like 2 (HSDL2), mRNA.","Chr9: 114.274230",7.814,"N/A","N/A","N/A",0.116,146,0.1625,"0.28100000000000003","0.38300000000000001"
13859,"ILMN_1766425","REPS2","RALBP1 associated Eps domain containing 2 (REPS2), mRNA.","ChrX: 17.063415",7.033,"N/A","N/A","N/A",0.116,146,0.1625,"0.33600000000000002","8.6999999999999994E-2"
13860,"ILMN_1658685","LRRC62","leucine rich repeat containing 62 (LRRC62), mRNA.","ChrUn: 1.000000",7.012,"N/A","N/A","N/A",0.116,146,0.1626,"0.318","-0.61"
13861,"ILMN_1697746","C19ORF4","chromosome 19 open reading frame 4 (C19orf4), mRNA.","Chr19: 18.592539",12.957,"N/A","N/A","N/A",-0.116,146,0.1627,"--","--"
13862,"ILMN_1699190","SORCS1","sortilin-related VPS10 domain containing receptor 1 (SORCS1), transcript variant 2, mRNA.","Chr10: 108.328873",6.696,"N/A","N/A","N/A",-0.116,146,0.1627,"--","-3.0000000000000001E-3"
13863,"ILMN_1690136","NIPBL","Nipped-B homolog (Drosophila) (NIPBL), transcript variant B, mRNA.","Chr5: 37.099739",7.261,"N/A","N/A","N/A",0.116,146,0.1627,"0.379","-0.60399999999999998"
13864,"ILMN_1732452","MAPKAPK3","mitogen-activated protein kinase-activated protein kinase 3 (MAPKAPK3), mRNA.","Chr3: 50.661612",7.876,"N/A","N/A","N/A",0.116,146,0.1627,"0.34699999999999998","-0.121"
13865,"ILMN_1807873","SNX6","sorting nexin 6 (SNX6), transcript variant 2, mRNA.","Chr14: 34.100428",8.605,"N/A","N/A","N/A",0.116,146,0.1628,"--","0.25600000000000001"
13866,"ILMN_1761021","FLJ40172","hypothetical protein FLJ40172 (FLJ40172), mRNA.","Chr2: 47.209414",6.677,"N/A","N/A","N/A",-0.116,146,0.1629,"--","--"
13867,"ILMN_1764036","P2RY14","purinergic receptor P2Y, G-protein coupled, 14 (P2RY14), transcript variant 1, mRNA.","ChrUn: 1.000000",6.68,"N/A","N/A","N/A",-0.116,146,0.1629,"0.46100000000000002","-1.7000000000000001E-2"
13868,"ILMN_1679495","ULK3","unc-51-like kinase 3 (C. elegans) (ULK3), mRNA.","Chr15: 72.915908",8.027,"N/A","N/A","N/A",-0.116,146,0.1629,"--","0.17399999999999999"
13869,"ILMN_1721034","ZNF227","zinc finger protein 227 (ZNF227), mRNA.","Chr19: 49.432880",7.45,"N/A","N/A","N/A",-0.116,146,0.1629,"--","--"
13870,"ILMN_1670801","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase (MTR), mRNA.","Chr1: 235.130373",7.706,"N/A","N/A","N/A",0.116,146,0.1631,"0.45700000000000002","-0.1"
13871,"ILMN_1689828","DMPK","dystrophia myotonica-protein kinase (DMPK), transcript variant 3, mRNA.","ChrUn: 1.000000",7.446,"N/A","N/A","N/A",-0.116,146,0.1632,"0.47599999999999998","0.124"
13872,"ILMN_1744676","ZNF179","zinc finger protein 179 (ZNF179), mRNA.","ChrUn: 1.000000",11.918,"N/A","N/A","N/A",-0.116,146,0.1632,"0.34499999999999997","--"
13873,"ILMN_1785926","ZNF621","zinc finger protein 621 (ZNF621), mRNA.","Chr3: 40.555813",8.099,"N/A","N/A","N/A",0.116,146,0.1632,"--","--"
13874,"ILMN_1793965","PCDHGA8","protocadherin gamma subfamily A, 8 (PCDHGA8), transcript variant 2, mRNA.","Chr5: 140.754766",6.729,"N/A","N/A","N/A",0.116,146,0.1633,"--","-6.0999999999999999E-2"
13875,"ILMN_1741214","NXPH4","neurexophilin 4 (NXPH4), mRNA.","Chr12: 55.906252",7.297,"N/A","N/A","N/A",-0.116,146,0.1633,"--","1.7000000000000001E-2"
13876,"ILMN_1810191","PLA2G4C","phospholipase A2, group IVC (cytosolic, calcium-independent) (PLA2G4C), mRNA.","Chr19: 53.243026",11.793,"N/A","N/A","N/A",0.116,146,0.1633,"0.38700000000000001","-0.124"
13877,"ILMN_1715131","CCR7","chemokine (C-C motif) receptor 7 (CCR7), mRNA.","Chr17: 35.963692",6.654,"N/A","N/A","N/A",-0.116,146,0.1634,"0.312","-0.16400000000000001"
13878,"ILMN_1792256","TBX2","T-box 2 (TBX2), mRNA.","Chr17: 56.841035",7.208,"N/A","N/A","N/A",-0.116,146,0.1635,"--","0.158"
13879,"ILMN_1699967","ARID1B","AT rich interactive domain 1B (SWI1-like) (ARID1B), transcript variant 1, mRNA.","Chr6: 157.537675",6.842,"N/A","N/A","N/A",-0.116,146,0.1635,"--","0.24399999999999999"
13880,"ILMN_1791002","SKP2","S-phase kinase-associated protein 2 (p45) (SKP2), transcript variant 2, mRNA.","Chr5: 36.207519",6.937,"N/A","N/A","N/A",0.116,146,0.1636,"0.379","-0.371"
13881,"ILMN_1786852","ZCCHC3","zinc finger, CCHC domain containing 3 (ZCCHC3), mRNA.","Chr20: 0.228547",8.165,"N/A","N/A","N/A",-0.116,146,0.1636,"--","-0.29799999999999999"
13882,"ILMN_1781870","RBM8A","RNA binding motif protein 8A (RBM8A), mRNA.","Chr1: 144.221101",6.841,"N/A","N/A","N/A",-0.116,146,0.1638,"--","2.7E-2"
13883,"ILMN_1741175","RAB11FIP2","RAB11 family interacting protein 2 (class I) (RAB11FIP2), mRNA.","Chr10: 119.754953",9.095,"N/A","N/A","N/A",0.116,146,0.1639,"--","-0.27600000000000002"
13884,"ILMN_1762169","LOC731069","similar to PHD finger protein 8 (LOC731069), mRNA.","ChrUn: 1.000000",6.712,"N/A","N/A","N/A",-0.116,146,0.1639,"--","--"
13885,"ILMN_1737484","RTN4R","reticulon 4 receptor (RTN4R), mRNA.","Chr22: 18.609042",10.18,"N/A","N/A","N/A",-0.116,146,0.164,"0.436","0.26700000000000002"
13886,"ILMN_1748904","LOC646517","similar to Wilms tumour 1-associating protein (LOC646517), mRNA.","Chr6: 51.382610",7.807,"N/A","N/A","N/A",0.116,146,0.164,"--","--"
13887,"ILMN_1679413","DDX11","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae) (DDX11), transcript variant 3, mRNA.","Chr12: 31.130232",6.774,"N/A","N/A","N/A",-0.116,146,0.1641,"0.29499999999999998","-0.38800000000000001"
13888,"ILMN_1732296","ID3","inhibitor of DNA binding 3, dominant negative helix-loop-helix protein (ID3), mRNA.","Chr1: 23.757369",7.997,"N/A","N/A","N/A",0.116,146,0.1641,"0.437","0.442"
13889,"ILMN_1798535","SMR3A","submaxillary gland androgen regulated protein 3 homolog A (mouse) (SMR3A), mRNA.","Chr4: 71.267054",6.633,"N/A","N/A","N/A",0.116,146,0.1642,"--","-0.16800000000000001"
13890,"ILMN_1780977","PVRIG","poliovirus receptor related immunoglobulin domain containing (PVRIG), mRNA.","Chr7: 99.656720",6.753,"N/A","N/A","N/A",0.116,146,0.1642,"--","--"
13891,"ILMN_1815570","HOXA6","homeobox A6 (HOXA6), mRNA.","Chr7: 27.151702",7.041,"N/A","N/A","N/A",-0.116,146,0.1642,"0.27800000000000002","0.158"
13892,"ILMN_1662181","FGFR1OP","FGFR1 oncogene partner (FGFR1OP), transcript variant 2, mRNA.","Chr6: 167.373808",6.963,"N/A","N/A","N/A",0.116,146,0.1643,"0.33600000000000002","-0.44600000000000001"
13893,"ILMN_1701009","EFNA2","ephrin-A2 (EFNA2), mRNA.","Chr19: 1.249582",6.712,"N/A","N/A","N/A",-0.116,146,0.1643,"0.372","0.44700000000000001"
13894,"ILMN_1685022","CAPN7","calpain 7 (CAPN7), mRNA.","Chr3: 15.263921",8.091,"N/A","N/A","N/A",0.116,146,0.1644,"0.13700000000000001","0.252"
13895,"ILMN_1786118","FXYD7","FXYD domain containing ion transport regulator 7 (FXYD7), mRNA.","Chr19: 40.336931",6.968,"N/A","N/A","N/A",0.116,146,0.1645,"0.33200000000000002","2.7E-2"
13896,"ILMN_1707127","F2RL3","coagulation factor II (thrombin) receptor-like 3 (F2RL3), mRNA.","Chr19: 16.870380",6.772,"N/A","N/A","N/A",-0.116,146,0.1645,"0.374","-5.3999999999999999E-2"
13897,"ILMN_1663840","OR2T29","olfactory receptor, family 2, subfamily T, member 29 (OR2T29), mRNA.","Chr1: 246.788904",6.577,"N/A","N/A","N/A",0.116,146,0.1647,"--","--"
13898,"ILMN_1676833","LOC606495","hypothetical protein LOC606495 (LOC606495), mRNA.","Chr1: 54.429102",6.751,"N/A","N/A","N/A",-0.116,146,0.1647,"--","--"
13899,"ILMN_1733108","FAM40B","family with sequence similarity 40, member B (FAM40B), mRNA.","Chr7: 128.912992",6.975,"N/A","N/A","N/A",-0.116,146,0.1648,"--","--"
13900,"ILMN_1668675","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2 (PAPSS2), transcript variant 2, mRNA.","Chr10: 89.496772",7.218,"N/A","N/A","N/A",-0.116,146,0.1649,"0.46600000000000003","0.45700000000000002"
13901,"ILMN_1806725","PDCD1","programmed cell death 1 (PDCD1), mRNA.","Chr2: 242.440838",6.692,"N/A","N/A","N/A",0.116,146,0.1649,"0.30099999999999999","8.5000000000000006E-2"
13902,"ILMN_1707592","RGN","regucalcin (senescence marker protein-30) (RGN), transcript variant 2, mRNA.","ChrX: 46.825526",8.06,"N/A","N/A","N/A",0.116,146,0.165,"0.60299999999999998","0.56499999999999995"
13903,"ILMN_1739156","DOPEY1","dopey family member 1 (DOPEY1), mRNA.","Chr6: 83.934423",7.935,"N/A","N/A","N/A",0.116,146,0.165,"--","7.2999999999999995E-2"
13904,"ILMN_1767711","CASR","calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism) (CASR), mRNA.","Chr3: 123.487829",6.575,"N/A","N/A","N/A",0.115,146,0.1652,"0.39300000000000002","0.246"
13905,"ILMN_1766157","MRVI1","murine retrovirus integration site 1 homolog (MRVI1), transcript variant 2, mRNA.","Chr11: 10.554366",6.936,"N/A","N/A","N/A",0.115,146,0.1652,"0.28499999999999998","0.06"
13906,"ILMN_1668409","PLCH1","phospholipase C, eta 1 (PLCH1), mRNA.","Chr3: 156.680819",7.784,"N/A","N/A","N/A",0.115,146,0.1652,"0.28399999999999997","0.35399999999999998"
13907,"ILMN_1709728","SLC30A5","solute carrier family 30 (zinc transporter), member 5 (SLC30A5), transcript variant 2, mRNA.","Chr5: 68.436232",8.57,"N/A","N/A","N/A",-0.115,146,0.1653,"--","0.24099999999999999"
13908,"ILMN_1815121","PLAGL1","pleiomorphic adenoma gene-like 1 (PLAGL1), transcript variant 3, mRNA.","ChrUn: 1.000000",7.093,"N/A","N/A","N/A",0.115,146,0.1654,"0.41699999999999998","0.221"
13909,"ILMN_1719237","LOC389517","similar to Williams Beuren syndrome chromosome region 19 (LOC389517), mRNA.","Chr7: 72.129284",7.299,"N/A","N/A","N/A",-0.115,146,0.1656,"--","--"
13910,"ILMN_1749612","IMMP1L","IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae) (IMMP1L), mRNA.","Chr11: 31.438806",7.812,"N/A","N/A","N/A",0.115,146,0.1656,"0.24","-6.3E-2"
13911,"ILMN_1801302","SCN1B","sodium channel, voltage-gated, type I, beta (SCN1B), transcript variant b, mRNA.","Chr19: 40.216401",11.827,"N/A","N/A","N/A",0.115,146,0.1656,"0.36499999999999999","5.7000000000000002E-2"
13912,"ILMN_1730796","NPHP1","nephronophthisis 1 (juvenile) (NPHP1), transcript variant 1, mRNA.","Chr2: 110.237988",6.664,"N/A","N/A","N/A",-0.115,146,0.1656,"0.28999999999999998","-0.46400000000000002"
13913,"ILMN_1814789","UBAP2L","ubiquitin associated protein 2-like (UBAP2L), mRNA.","Chr1: 152.509657",10.39,"N/A","N/A","N/A",0.115,146,0.1657,"--","-0.224"
13914,"ILMN_1721968","NOVA1","neuro-oncological ventral antigen 1 (NOVA1), transcript variant 3, mRNA.","Chr14: 26.019031",8.268,"N/A","N/A","N/A",0.115,146,0.1657,"0.433","-6.0000000000000001E-3"
13915,"ILMN_1658951","PPP2R4","protein phosphatase 2A activator, regulatory subunit 4 (PPP2R4), transcript variant 3, mRNA.","Chr9: 130.913081",6.679,"N/A","N/A","N/A",-0.115,146,0.1657,"0.21199999999999999","-3.6999999999999998E-2"
13916,"ILMN_1763809","IRS2","insulin receptor substrate 2 (IRS2), mRNA.","Chr13: 109.204764",10.306,"N/A","N/A","N/A",0.115,146,0.1658,"0.39100000000000001","0.45700000000000002"
13917,"ILMN_1714197","ACSS2","acyl-CoA synthetase short-chain family member 2 (ACSS2), transcript variant 1, mRNA.","Chr20: 32.979370",11.838,"N/A","N/A","N/A",-0.115,146,0.166,"0.38800000000000001","0.59399999999999997"
13918,"ILMN_1804722","OR2J3","olfactory receptor, family 2, subfamily J, member 3 (OR2J3), mRNA.","Chr6: 29.188134",6.67,"N/A","N/A","N/A",-0.115,146,0.166,"--","--"
13919,"ILMN_1781560","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6 (ST3GAL6), mRNA.","Chr3: 99.995697",8.709,"N/A","N/A","N/A",0.115,146,0.1661,"--","-9.7000000000000003E-2"
13920,"ILMN_1784889","TAC3","tachykinin 3 (neuromedin K, neurokinin beta) (TAC3), transcript variant 1, mRNA.","Chr12: 55.692701",6.794,"N/A","N/A","N/A",-0.115,146,0.1662,"--","--"
13921,"ILMN_1678066","YY1AP1","YY1 associated protein 1 (YY1AP1), transcript variant 1, mRNA.","Chr1: 153.916368",6.725,"N/A","N/A","N/A",-0.115,146,0.1662,"--","--"
13922,"ILMN_1719972","PLXNA3","plexin A3 (PLXNA3), mRNA.","ChrX: 153.354914",9.052,"N/A","N/A","N/A",-0.115,146,0.1662,"0.26100000000000001","0.22900000000000001"
13923,"ILMN_1743465","TSPAN16","tetraspanin 16 (TSPAN16), mRNA.","Chr19: 11.278374",6.64,"N/A","N/A","N/A",-0.115,146,0.1664,"--","--"
13924,"ILMN_1781151","ARMC8","armadillo repeat containing 8 (ARMC8), transcript variant 3, mRNA.","Chr3: 139.446650",9.151,"N/A","N/A","N/A",0.115,146,0.1665,"0.19600000000000001","-0.11899999999999999"
13925,"ILMN_1766219","C6ORF54","chromosome 6 open reading frame 54 (C6orf54), mRNA.","Chr6: 168.136687",7.331,"N/A","N/A","N/A",0.115,146,0.1666,"--","--"
13926,"ILMN_1681617","ARPC3","actin related protein 2/3 complex, subunit 3, 21kDa (ARPC3), mRNA.","Chr12: 109.357281",8.502,"N/A","N/A","N/A",0.115,146,0.1667,"0.38500000000000001","0.32900000000000001"
13927,"ILMN_1745963","FOLR2","folate receptor 2 (fetal, macrophage)","Chr11: 71.610373",6.92,"N/A","N/A","N/A",0.115,146,0.1668,"0.56200000000000006","0.38700000000000001"
13928,"ILMN_1698978","AKAP4","A kinase (PRKA) anchor protein 4 (AKAP4), transcript variant 2, mRNA.","ChrX: 49.851658",6.772,"N/A","N/A","N/A",-0.115,146,0.1669,"0.35799999999999998","-0.55400000000000005"
13929,"ILMN_1685490","TEX14","testis expressed sequence 14 (TEX14), transcript variant 2, mRNA.","Chr17: 53.989237",7.042,"N/A","N/A","N/A",-0.115,146,0.1669,"--","-0.55000000000000004"
13930,"ILMN_1771113","DLX4","distal-less homeobox 4 (DLX4), transcript variant 1, mRNA.","Chr17: 45.401877",6.649,"N/A","N/A","N/A",-0.115,146,0.1671,"0.29299999999999998","0.30099999999999999"
13931,"ILMN_1797638","OR51A2","olfactory receptor, family 51, subfamily A, member 2 (OR51A2), mRNA.","Chr11: 4.932579",6.652,"N/A","N/A","N/A",-0.115,146,0.1671,"--","--"
13932,"ILMN_1714000","NXPH3","neurexophilin 3 (NXPH3), mRNA.","Chr17: 45.012369",8.158,"N/A","N/A","N/A",-0.115,146,0.1671,"0.45100000000000001","-0.14399999999999999"
13933,"ILMN_1724774","SYT3","synaptotagmin III (SYT3), mRNA.","Chr19: 55.817314",8.075,"N/A","N/A","N/A",-0.115,146,0.1673,"--","-3.9E-2"
13934,"ILMN_1792072","FUT4","fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific) (FUT4), mRNA.","Chr11: 93.922289",7.526,"N/A","N/A","N/A",0.115,146,0.1673,"0.29499999999999998","0"
13935,"ILMN_1787375","AHNAK","AHNAK nucleoprotein (desmoyokin) (AHNAK), transcript variant 2, mRNA.","Chr11: 61.957653",7.056,"N/A","N/A","N/A",-0.115,146,0.1673,"0.44500000000000001","0.17199999999999999"
13936,"ILMN_1795342","MLPH","melanophilin (MLPH), transcript variant 1, mRNA.","ChrUn: 1.000000",6.833,"N/A","N/A","N/A",-0.115,146,0.1673,"0.251","-7.2999999999999995E-2"
13937,"ILMN_1807123","SPACA1","sperm acrosome associated 1 (SPACA1), mRNA.","Chr6: 88.832865",6.915,"N/A","N/A","N/A",-0.115,146,0.1674,"--","-0.505"
13938,"ILMN_1720485","CST9L","cystatin 9-like (mouse) (CST9L), mRNA.","Chr20: 23.493505",6.669,"N/A","N/A","N/A",-0.115,146,0.1675,"0.40699999999999997","--"
13939,"ILMN_1801606","AMZ2","archaemetzincins-2 (AMZ2), transcript variant 5, mRNA.","Chr17: 63.763532",12.552,"N/A","N/A","N/A",0.115,146,0.1675,"0.36099999999999999","--"
13940,"ILMN_1669404","KISS1","KiSS-1 metastasis-suppressor (KISS1), mRNA.","ChrUn: 1.000000",6.8,"N/A","N/A","N/A",-0.115,146,0.1677,"0.39100000000000001","-0.114"
13941,"ILMN_1707529","ARG99","ARG99 protein (ARG99), transcript variant 1, mRNA.","Chr12: 29.704113",6.706,"N/A","N/A","N/A",-0.115,146,0.1677,"--","--"
13942,"ILMN_1738956","LSM1","LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM1), mRNA.","Chr8: 38.140397",8.381,"N/A","N/A","N/A",0.115,146,0.1677,"0.24099999999999999","0.28399999999999997"
13943,"ILMN_1684520","C9ORF97","chromosome 9 open reading frame 97 (C9orf97), mRNA.","ChrUn: 1.000000",7.23,"N/A","N/A","N/A",0.115,146,0.1677,"--","--"
13944,"ILMN_1738818","RAG1","recombination activating gene 1 (RAG1), mRNA.","Chr11: 36.557682",6.88,"N/A","N/A","N/A",-0.115,146,0.1678,"0.28299999999999997","-0.18"
13945,"ILMN_1684570","IL29","interleukin 29 (interferon, lambda 1) (IL29), mRNA.","Chr19: 44.479059",6.644,"N/A","N/A","N/A",-0.115,146,0.1679,"--","--"
13946,"ILMN_1742827","EXOC4","exocyst complex component 4 (EXOC4), transcript variant 1, mRNA.","Chr7: 133.400879",9.317,"N/A","N/A","N/A",-0.115,146,0.168,"0.22900000000000001","8.7999999999999995E-2"
13947,"ILMN_1669215","SRPK2","SFRS protein kinase 2 (SRPK2), transcript variant 1, mRNA.","Chr7: 104.544480",7.34,"N/A","N/A","N/A",-0.115,146,0.168,"--","-0.61799999999999999"
13948,"ILMN_1739830","DGAT2L6","diacylglycerol O-acyltransferase 2-like 6 (DGAT2L6), mRNA.","ChrX: 69.341918",6.712,"N/A","N/A","N/A",-0.115,146,0.1681,"--","--"
13949,"ILMN_1684192","WIPI2","WD repeat domain, phosphoinositide interacting 2 (WIPI2), transcript variant 5, mRNA.","Chr7: 5.220582",6.64,"N/A","N/A","N/A",0.115,146,0.1681,"--","0.35"
13950,"ILMN_1687922","RP9","retinitis pigmentosa 9 (autosomal dominant) (RP9), mRNA.","Chr7: 33.100971",10.224,"N/A","N/A","N/A",-0.115,146,0.1681,"0.3","-0.25"
13951,"ILMN_1690561","GZMM","granzyme M (lymphocyte met-ase 1) (GZMM), mRNA.","Chr19: 0.500075",6.679,"N/A","N/A","N/A",-0.115,146,0.1682,"0.31","-8.1000000000000003E-2"
13952,"ILMN_1797861","IL6ST","interleukin 6 signal transducer (gp130, oncostatin M receptor) (IL6ST), transcript variant 1, mRNA.","Chr5: 55.287820",7.128,"N/A","N/A","N/A",0.115,146,0.1683,"0.371","0.435"
13953,"ILMN_1801283","CCDC23","coiled-coil domain containing 23 (CCDC23), mRNA.","Chr1: 43.045473",13.078,"N/A","N/A","N/A",-0.115,146,0.1683,"--","-0.626"
13954,"ILMN_1660841","MGC14376","hypothetical protein MGC14376 (MGC14376), transcript variant 1, mRNA.","Chr17: 1.562066",7.693,"N/A","N/A","N/A",0.115,146,0.1685,"--","--"
13955,"ILMN_1793384","JAK1","Janus kinase 1 (a protein tyrosine kinase) (JAK1), mRNA.","ChrUn: 1.000000",9.1,"N/A","N/A","N/A",0.115,146,0.1685,"0.34499999999999997","5.6000000000000001E-2"
13956,"ILMN_1794017","SERTAD1","SERTA domain containing 1 (SERTAD1), mRNA.","Chr19: 45.620403",8.556,"N/A","N/A","N/A",-0.115,146,0.1686,"0.3","7.9000000000000001E-2"
13957,"ILMN_1687291","ARMETL1","arginine-rich, mutated in early stage tumors-like 1 (ARMETL1), mRNA.","Chr10: 14.901989",6.879,"N/A","N/A","N/A",-0.115,146,0.1686,"0.38300000000000001","5.5E-2"
