"Index","Record","Symbol","Description","Location","Mean","Max LRS ?","Max LRS Location","Additive Effect ?","Sample r","&nbsp;&nbsp;N","Sample p(r)","Lit r","Tissue r"
"14492","ILMN_1678203","RBMX2","RNA binding motif protein, X-linked 2 (RBMX2), mRNA.","ChrX: 129.375211","7.134","N/A","N/A","N/A","-0.140","145","9.334e-02","--","0.001"
"14493","ILMN_1655316","PSMC6","proteasome (prosome, macropain) 26S subunit, ATPase, 6 (PSMC6), mRNA.","Chr14: 52.257383","10.580","N/A","N/A","N/A","0.140","145","9.338e-02","0.467","0.208"
"14494","ILMN_1737940","PCDHGB7","protocadherin gamma subfamily B, 7 (PCDHGB7), transcript variant 2, mRNA.","Chr5: 140.779750","6.887","N/A","N/A","N/A","-0.140","145","9.341e-02","0.212","0.453"
"14495","ILMN_1740606","PLEKHK1","pleckstrin homology domain containing, family K member 1 (PLEKHK1), mRNA.","Chr10: 63.623463","6.748","N/A","N/A","N/A","0.140","145","9.347e-02","--","0.239"
"14496","ILMN_1674661","CIRBP","cold inducible RNA binding protein (CIRBP), mRNA.","Chr19: 1.223846","14.834","N/A","N/A","N/A","0.140","145","9.350e-02","0.455","-0.343"
"14497","ILMN_1783392","BTN2A1","butyrophilin, subfamily 2, member A1 (BTN2A1), transcript variant 2, mRNA.","Chr6: 26.575995","6.871","N/A","N/A","N/A","-0.140","145","9.352e-02","--","--"
"14498","ILMN_1771264","ELL3","elongation factor RNA polymerase II-like 3 (ELL3), mRNA.","Chr15: 41.852382","6.931","N/A","N/A","N/A","-0.140","145","9.354e-02","0.245","0.127"
"14499","ILMN_1769684","LCE1E","late cornified envelope 1E (LCE1E), mRNA.","Chr1: 151.026627","6.908","N/A","N/A","N/A","-0.140","145","9.354e-02","--","-0.044"
"14500","ILMN_1743655","TMED9","transmembrane emp24 protein transport domain containing 9 (TMED9), mRNA.","Chr5: 176.955426","9.417","N/A","N/A","N/A","-0.140","145","9.360e-02","--","0.182"
"14501","ILMN_1760062","IFI44","interferon-induced protein 44 (IFI44), mRNA.","Chr1: 78.901092","8.279","N/A","N/A","N/A","0.140","145","9.366e-02","--","0.294"
"14502","ILMN_1699967","ARID1B","AT rich interactive domain 1B (SWI1-like) (ARID1B), transcript variant 1, mRNA.","Chr6: 157.537675","6.926","N/A","N/A","N/A","-0.140","145","9.371e-02","--","0.244"
"14503","ILMN_1789804","C11ORF37","chromosome 11 open reading frame 37 (C11orf37), mRNA.","Chr11: 129.380382","6.855","N/A","N/A","N/A","-0.140","145","9.378e-02","--","--"
"14504","ILMN_1660248","WTAP","Wilms tumor 1 associated protein (WTAP), transcript variant 2, mRNA.","Chr6: 160.068611","7.154","N/A","N/A","N/A","-0.140","145","9.379e-02","--","0.417"
"14505","ILMN_1725896","AMIGO2","adhesion molecule with Ig-like domain 2 (AMIGO2), mRNA.","Chr12: 45.755954","7.078","N/A","N/A","N/A","-0.140","145","9.389e-02","0.320","0.064"
"14506","ILMN_1755281","FBXO15","F-box protein 15 (FBXO15), mRNA.","Chr18: 69.891752","8.373","N/A","N/A","N/A","0.140","145","9.391e-02","0.247","-0.556"
"14507","ILMN_1750624","RXRG","retinoid X receptor, gamma (RXRG), transcript variant 1, mRNA.","Chr1: 163.637000","7.190","N/A","N/A","N/A","-0.140","145","9.394e-02","0.447","0.291"
"14508","ILMN_1753122","MCPH1","microcephaly, primary autosomal recessive 1 (MCPH1), mRNA.","ChrUn: 1.000000","7.294","N/A","N/A","N/A","0.140","145","9.396e-02","0.393","-0.143"
"14509","ILMN_1779135","TREML4","triggering receptor expressed on myeloid cells-like 4 (TREML4), mRNA.","Chr6: 41.313877","6.816","N/A","N/A","N/A","0.140","145","9.398e-02","--","0.010"
"14510","ILMN_1763627","TNPO1","transportin 1 (TNPO1), transcript variant 2, mRNA.","Chr5: 72.179781","7.088","N/A","N/A","N/A","-0.140","145","9.401e-02","--","0.055"
"14511","ILMN_1672710","GJA10","gap junction protein, alpha 10, 59kDa (GJA10), mRNA.","Chr1: 39.112721","6.962","N/A","N/A","N/A","-0.140","145","9.402e-02","--","0.215"
"14512","ILMN_1674183","MT1JP","metallothionein 1J (pseudogene) (MT1JP), mRNA.","Chr16: 55.227153","6.845","N/A","N/A","N/A","0.140","145","9.405e-02","--","--"
"14513","ILMN_1733462","HSD3B2","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 (HSD3B2), mRNA.","Chr1: 119.766807","6.924","N/A","N/A","N/A","0.140","145","9.416e-02","--","-0.213"
"14514","ILMN_1651343","ITGA11","integrin, alpha 11 (ITGA11), transcript variant 1, mRNA.","Chr15: 66.381222","6.881","N/A","N/A","N/A","0.139","145","9.428e-02","0.354","-0.094"
"14515","ILMN_1771600","THAP7","THAP domain containing 7 (THAP7), transcript variant 1, mRNA.","Chr22: 19.686200","6.789","N/A","N/A","N/A","0.139","145","9.431e-02","--","-0.161"
"14516","ILMN_1800958","ALS2CR4","amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4 (ALS2CR4), transcript variant 2, mRNA.","ChrUn: 1.000000","8.213","N/A","N/A","N/A","0.139","145","9.444e-02","--","-0.305"
"14517","ILMN_1677466","DUSP6","dual specificity phosphatase 6 (DUSP6), transcript variant 1, mRNA.","Chr12: 88.268739","6.960","N/A","N/A","N/A","0.139","145","9.444e-02","0.394","0.346"
"14518","ILMN_1708238","OR52E2","olfactory receptor, family 52, subfamily E, member 2 (OR52E2), mRNA.","Chr11: 5.036593","6.765","N/A","N/A","N/A","0.139","145","9.445e-02","--","--"
"14519","ILMN_1706579","SHBG","sex hormone-binding globulin (SHBG), mRNA.","Chr17: 7.477345","6.953","N/A","N/A","N/A","0.139","145","9.450e-02","0.483","-0.518"
"14520","ILMN_1807379","WHSC1L1","Wolf-Hirschhorn syndrome candidate 1-like 1 (WHSC1L1), transcript variant long, mRNA.","Chr8: 38.252149","7.064","N/A","N/A","N/A","-0.139","145","9.458e-02","0.215","0.141"
"14521","ILMN_1680662","SASS6","spindle assembly 6 homolog (C. elegans) (SASS6), mRNA.","Chr1: 100.322158","6.891","N/A","N/A","N/A","-0.139","145","9.462e-02","0.210","-0.702"
"14522","ILMN_1756928","RTN1","reticulon 1 (RTN1), transcript variant 2, mRNA.","Chr14: 59.132824","16.444","N/A","N/A","N/A","-0.139","145","9.468e-02","0.490","-0.304"
"14523","ILMN_1782329","HIST1H4L","histone cluster 1, H4l (HIST1H4L), mRNA.","Chr6: 27.949031","6.787","N/A","N/A","N/A","0.139","145","9.477e-02","--","--"
"14524","ILMN_1747318","INADL","InaD-like (Drosophila) (INADL), mRNA.","ChrUn: 1.000000","7.287","N/A","N/A","N/A","-0.139","145","9.478e-02","0.165","0.037"
"14525","ILMN_1706154","ICK","intestinal cell (MAK-like) kinase (ICK), transcript variant 2, mRNA.","Chr6: 53.033708","7.003","N/A","N/A","N/A","0.139","145","9.483e-02","0.284","0.094"
"14526","ILMN_1746661","ERCC8","excision repair cross-complementing rodent repair deficiency, complementation group 8 (ERCC8), transcript variant 3, mRNA.","Chr5: 60.235079","6.817","N/A","N/A","N/A","-0.139","145","9.497e-02","0.272","-0.671"
"14527","ILMN_1653073","OR10Q1","olfactory receptor, family 10, subfamily Q, member 1 (OR10Q1), mRNA.","Chr11: 57.752252","6.850","N/A","N/A","N/A","0.139","145","9.504e-02","--","--"
"14528","ILMN_1681263","SPINK4","serine peptidase inhibitor, Kazal type 4 (SPINK4), mRNA.","Chr9: 33.236672","6.841","N/A","N/A","N/A","-0.139","145","9.510e-02","--","0.004"
"14529","ILMN_1799105","COL17A1","collagen, type XVII, alpha 1 (COL17A1), mRNA.","ChrUn: 1.000000","6.840","N/A","N/A","N/A","0.139","145","9.511e-02","0.407","-0.267"
"14530","ILMN_1703949","KPNB1","karyopherin (importin) beta 1 (KPNB1), mRNA.","Chr17: 43.115788","10.446","N/A","N/A","N/A","0.139","145","9.512e-02","0.370","-0.384"
"14531","ILMN_1716894","OR2J2","olfactory receptor, family 2, subfamily J, member 2 (OR2J2), mRNA.","Chr6: 29.250279","7.067","N/A","N/A","N/A","-0.139","145","9.517e-02","--","--"
"14532","ILMN_1683576","MAGED2","melanoma antigen family D, 2 (MAGED2), transcript variant 1, mRNA.","ChrX: 54.858610","9.012","N/A","N/A","N/A","-0.139","145","9.521e-02","0.352","-0.186"
"14533","ILMN_1688659","IL1RN","interleukin 1 receptor antagonist (IL1RN), transcript variant 1, mRNA.","Chr2: 113.601685","6.786","N/A","N/A","N/A","0.139","145","9.534e-02","0.446","-0.082"
"14534","ILMN_1748256","SAMD9L","sterile alpha motif domain containing 9-like (SAMD9L), mRNA.","Chr7: 92.597408","7.295","N/A","N/A","N/A","-0.139","145","9.535e-02","0.355","0.246"
"14535","ILMN_1758378","TSC1","tuberous sclerosis 1 (TSC1), transcript variant 2, mRNA.","Chr9: 134.777507","7.023","N/A","N/A","N/A","0.139","145","9.539e-02","--","-0.017"
"14536","ILMN_1741556","MTMR1","myotubularin related protein 1 (MTMR1), transcript variant 2, mRNA.","ChrX: 149.670258","6.911","N/A","N/A","N/A","0.139","145","9.539e-02","0.200","0.210"
"14537","ILMN_1734810","PJA1","praja 1 (PJA1), transcript variant 1, mRNA.","ChrX: 68.297849","7.265","N/A","N/A","N/A","0.139","145","9.539e-02","0.376","-0.017"
"14538","ILMN_1692527","GRK4","G protein-coupled receptor kinase 4 (GRK4), transcript variant 3, mRNA.","Chr4: 3.007010","7.192","N/A","N/A","N/A","0.139","145","9.542e-02","0.197","-0.515"
"14539","ILMN_1679267","TGM2","transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase) (TGM2), transcript variant 2, mRNA.","Chr20: 36.199873","7.158","N/A","N/A","N/A","-0.139","145","9.544e-02","--","0.532"
"14540","ILMN_1726720","NUSAP1","nucleolar and spindle associated protein 1 (NUSAP1), transcript variant 1, mRNA.","Chr15: 39.460433","7.004","N/A","N/A","N/A","-0.139","145","9.549e-02","0.262","-0.466"
"14541","ILMN_1699217","C1ORF96","chromosome 1 open reading frame 96 (C1orf96), mRNA.","Chr1: 227.523486","7.138","N/A","N/A","N/A","-0.139","145","9.551e-02","--","--"
"14542","ILMN_1665572","TSPAN12","tetraspanin 12 (TSPAN12), mRNA.","Chr7: 120.215537","7.245","N/A","N/A","N/A","-0.139","145","9.553e-02","--","0.616"
"14543","ILMN_1696935","RBM39","RNA binding motif protein 39 (RBM39), transcript variant 2, mRNA.","Chr20: 33.755128","6.883","N/A","N/A","N/A","-0.139","145","9.553e-02","0.140","0.173"
"14544","ILMN_1733318","TEX9","testis expressed sequence 9 (TEX9), mRNA.","Chr15: 54.491811","6.999","N/A","N/A","N/A","-0.139","145","9.554e-02","--","-0.615"
"14545","ILMN_1782032","ASH1L","ash1 (absent, small, or homeotic)-like (Drosophila) (ASH1L), mRNA.","ChrUn: 1.000000","7.006","N/A","N/A","N/A","-0.139","145","9.559e-02","0.270","0.004"
"14546","ILMN_1815938","TRPM3","transient receptor potential cation channel, subfamily M, member 3 (TRPM3), transcript variant 8, mRNA.","Chr9: 72.632636","6.961","N/A","N/A","N/A","-0.139","145","9.560e-02","--","-0.193"
"14547","ILMN_1702447","IGF2BP2","insulin-like growth factor 2 mRNA binding protein 2 (IGF2BP2), transcript variant 1, mRNA.","Chr3: 186.844539","7.591","N/A","N/A","N/A","-0.139","145","9.565e-02","0.330","0.216"
"14548","ILMN_1748083","RASGRF1","Ras protein-specific guanine nucleotide-releasing factor 1 (RASGRF1), transcript variant 2, mRNA.","Chr15: 77.052715","7.481","N/A","N/A","N/A","0.139","145","9.567e-02","--","-0.261"
"14549","ILMN_1715638","LOC729396","similar to GAGE-4 protein (G antigen 4), transcript variant 2 (LOC729396), mRNA.","ChrX: 49.065494","6.794","N/A","N/A","N/A","0.139","145","9.570e-02","--","--"
"14550","ILMN_1671151","RARB","retinoic acid receptor, beta (RARB), transcript variant 1, mRNA.","Chr3: 25.614019","6.995","N/A","N/A","N/A","-0.139","145","9.571e-02","0.328","0.341"
"14551","ILMN_1716080","CBL","Cas-Br-M (murine) ecotropic retroviral transforming sequence (CBL), mRNA.","Chr11: 118.683455","7.890","N/A","N/A","N/A","-0.139","145","9.573e-02","0.298","-0.569"
"14552","ILMN_1755822","SYDE1","synapse defective 1, Rho GTPase, homolog 1 (C. elegans) (SYDE1), mRNA.","Chr19: 15.086624","7.296","N/A","N/A","N/A","-0.139","145","9.574e-02","--","0.413"
"14553","ILMN_1655613","GSTA2","glutathione S-transferase A2 (GSTA2), mRNA.","Chr6: 52.729056","6.769","N/A","N/A","N/A","0.139","145","9.576e-02","0.406","0.087"
"14554","ILMN_1773886","SURB7","SRB7 suppressor of RNA polymerase B homolog (yeast) (SURB7), mRNA.","Chr12: 27.073835","7.019","N/A","N/A","N/A","-0.139","145","9.591e-02","0.315","--"
"14555","ILMN_1685886","MAPK4","mitogen-activated protein kinase 4 (MAPK4), mRNA.","Chr18: 46.511680","8.610","N/A","N/A","N/A","-0.139","145","9.596e-02","0.359","0.035"
"14556","ILMN_1722095","GSTCD","glutathione S-transferase, C-terminal domain containing (GSTCD), transcript variant 2, mRNA.","Chr4: 106.963953","6.949","N/A","N/A","N/A","0.139","145","9.596e-02","--","-0.633"
"14557","ILMN_1754507","IRF4","interferon regulatory factor 4 (IRF4), mRNA.","Chr6: 0.356123","6.998","N/A","N/A","N/A","-0.139","145","9.603e-02","0.330","0.044"
"14558","ILMN_1801743","FCAMR","Fc receptor, IgA, IgM, high affinity (FCAMR), mRNA.","Chr1: 205.198085","6.934","N/A","N/A","N/A","-0.139","145","9.605e-02","0.347","0.516"
"14559","ILMN_1683867","CENTD1","centaurin, delta 1 (CENTD1), transcript variant 2, mRNA.","Chr4: 35.837685","6.743","N/A","N/A","N/A","0.139","145","9.608e-02","0.370","0.043"
"14560","ILMN_1810045","NALP1","NACHT, leucine rich repeat and PYD (pyrin domain) containing 1 (NALP1), transcript variant 5, mRNA.","Chr17: 5.361802","6.862","N/A","N/A","N/A","0.139","145","9.617e-02","--","--"
"14561","ILMN_1762631","TSC2","tuberous sclerosis 2 (TSC2), transcript variant 1, mRNA.","ChrUn: 1.000000","6.802","N/A","N/A","N/A","0.139","145","9.620e-02","--","0.393"
"14562","ILMN_1767556","C10ORF10","chromosome 10 open reading frame 10 (C10orf10), mRNA.","Chr10: 44.791957","9.271","N/A","N/A","N/A","-0.139","145","9.626e-02","0.295","--"
"14563","ILMN_1792922","SOD2","superoxide dismutase 2, mitochondrial (SOD2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr6: 160.022788","6.891","N/A","N/A","N/A","-0.139","145","9.626e-02","--","0.484"
"14564","ILMN_1757215","SPIB","Spi-B transcription factor (Spi-1/PU.1 related) (SPIB), mRNA.","Chr19: 55.623657","6.839","N/A","N/A","N/A","0.139","145","9.635e-02","--","-0.086"
"14565","ILMN_1683888","SRP72","signal recognition particle 72kDa (SRP72), mRNA.","ChrUn: 1.000000","8.326","N/A","N/A","N/A","-0.139","145","9.637e-02","--","-0.059"
"14566","ILMN_1773347","CARD14","caspase recruitment domain family, member 14 (CARD14), transcript variant 1, mRNA.","Chr17: 75.797356","6.919","N/A","N/A","N/A","0.139","145","9.639e-02","--","0.040"
"14567","ILMN_1671265","ING2","inhibitor of growth family, member 2 (ING2), mRNA.","Chr4: 184.668710","7.661","N/A","N/A","N/A","0.139","145","9.640e-02","0.334","-0.211"
"14568","ILMN_1699496","PHF21A","PHD finger protein 21A (PHF21A), mRNA.","Chr11: 45.910897","11.181","N/A","N/A","N/A","0.139","145","9.642e-02","0.330","-0.158"
"14569","ILMN_1674551","SMAD5","SMAD family member 5 (SMAD5), transcript variant 3, mRNA.","Chr5: 135.546076","9.793","N/A","N/A","N/A","-0.139","145","9.642e-02","--","0.229"
"14570","ILMN_1793509","PIP5K3","phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III (PIP5K3), transcript variant 3, mRNA.","Chr2: 208.877893","6.853","N/A","N/A","N/A","0.139","145","9.642e-02","0.391","-0.377"
"14571","ILMN_1698220","PHTF2","putative homeodomain transcription factor 2 (PHTF2), mRNA.","Chr7: 77.424374","7.727","N/A","N/A","N/A","-0.139","145","9.650e-02","--","0.029"
"14572","ILMN_1702928","FBXO9","F-box protein 9 (FBXO9), transcript variant 1, mRNA.","Chr6: 53.072184","7.143","N/A","N/A","N/A","-0.139","145","9.652e-02","0.192","0.071"
"14573","ILMN_1800354","CST3","cystatin C (amyloid angiopathy and cerebral hemorrhage) (CST3), mRNA.","Chr20: 23.562554","19.869","N/A","N/A","N/A","0.139","145","9.652e-02","0.509","0.263"
"14574","ILMN_1759380","LOC728276","similar to Lithostathine 1 precursor (Pancreatic stone protein 1) (PSP) (Pancreatic thread protein 1) (PTP) (Islet of Langerhans regenerating protein 1) (REG 1) (LOC728276), mRNA.","Chr16: 19.217609","6.813","N/A","N/A","N/A","-0.139","145","9.660e-02","--","--"
"14575","ILMN_1696434","LAMA1","laminin, alpha 1 (LAMA1), mRNA.","Chr18: 6.933213","7.117","N/A","N/A","N/A","0.138","145","9.668e-02","0.305","0.110"
"14576","ILMN_1760542","PSMA1","proteasome (prosome, macropain) subunit, alpha type, 1 (PSMA1), transcript variant 1, mRNA.","Chr11: 14.589154","6.956","N/A","N/A","N/A","-0.138","145","9.681e-02","0.402","0.351"
"14577","ILMN_1663593","TFB1M","transcription factor B1, mitochondrial (TFB1M), mRNA.","Chr6: 155.620644","7.310","N/A","N/A","N/A","-0.138","145","9.688e-02","--","-0.216"
"14578","ILMN_1690754","SVIL","supervillin (SVIL), transcript variant 1, mRNA.","Chr10: 30.015572","6.981","N/A","N/A","N/A","-0.138","145","9.692e-02","--","0.212"
"14579","ILMN_1805992","KIAA1598","KIAA1598 (KIAA1598), mRNA.","Chr10: 118.634569","15.828","N/A","N/A","N/A","0.138","145","9.693e-02","0.308","--"
"14580","ILMN_1784380","DTX3L","deltex 3-like (Drosophila) (DTX3L), mRNA.","Chr3: 123.775641","6.955","N/A","N/A","N/A","-0.138","145","9.695e-02","--","0.355"
"14581","ILMN_1660978","OR11G2","olfactory receptor, family 11, subfamily G, member 2 (OR11G2), mRNA.","Chr14: 19.736084","6.900","N/A","N/A","N/A","0.138","145","9.697e-02","--","--"
"14582","ILMN_1691570","METTL5","methyltransferase like 5 (METTL5), mRNA.","Chr2: 170.386713","9.476","N/A","N/A","N/A","0.138","145","9.699e-02","--","0.336"
"14583","ILMN_1697884","KIFAP3","kinesin-associated protein 3 (KIFAP3), mRNA.","Chr1: 168.157465","13.114","N/A","N/A","N/A","-0.138","145","9.720e-02","0.306","-0.284"
"14584","ILMN_1782875","MORF4L2","mortality factor 4 like 2 (MORF4L2), mRNA.","ChrX: 102.817727","12.487","N/A","N/A","N/A","0.138","145","9.727e-02","0.375","0.200"
"14585","ILMN_1695135","GCM1","glial cells missing homolog 1 (Drosophila) (GCM1), mRNA.","Chr6: 53.099931","6.851","N/A","N/A","N/A","0.138","145","9.729e-02","0.457","0.327"
"14586","ILMN_1659099","ROCK2","Rho-associated, coiled-coil containing protein kinase 2 (ROCK2), mRNA.","Chr2: 11.239741","8.015","N/A","N/A","N/A","-0.138","145","9.730e-02","0.353","0.244"
"14587","ILMN_1753426","KIAA0556","KIAA0556 (KIAA0556), mRNA.","Chr16: 27.699013","8.369","N/A","N/A","N/A","0.138","145","9.734e-02","--","-0.448"
"14588","ILMN_1746206","AZI1","5-azacytidine induced 1 (AZI1), transcript variant 2, mRNA.","ChrUn: 1.000000","7.961","N/A","N/A","N/A","0.138","145","9.736e-02","0.426","-0.575"
"14589","ILMN_1680692","NUCKS1","nuclear casein kinase and cyclin-dependent kinase substrate 1 (NUCKS1), mRNA.","Chr1: 203.954016","8.548","N/A","N/A","N/A","-0.138","145","9.738e-02","0.350","0.001"
"14590","ILMN_1674593","SIGLEC11","sialic acid binding Ig-like lectin 11 (SIGLEC11), mRNA.","Chr19: 55.144494","6.933","N/A","N/A","N/A","0.138","145","9.744e-02","--","--"
"14591","ILMN_1672229","FGF12","fibroblast growth factor 12 (FGF12), transcript variant 2, mRNA.","Chr3: 193.927683","7.828","N/A","N/A","N/A","-0.138","145","9.745e-02","0.309","-0.115"
"14592","ILMN_1737043","LTB","lymphotoxin beta (TNF superfamily, member 3) (LTB), transcript variant 2, mRNA.","Chr6: 31.656446","6.971","N/A","N/A","N/A","-0.138","145","9.765e-02","0.302","-0.128"
"14593","ILMN_1738523","MYD88","myeloid differentiation primary response gene (88) (MYD88), mRNA.","Chr3: 38.159138","7.259","N/A","N/A","N/A","-0.138","145","9.765e-02","0.279","0.158"
"14594","ILMN_1673813","DMD","dystrophin (muscular dystrophy, Duchenne and Becker types) (DMD), transcript variant Dp40, mRNA.","ChrX: 31.106801","6.960","N/A","N/A","N/A","0.138","145","9.767e-02","0.314","-0.085"
"14595","ILMN_1724533","LY96","lymphocyte antigen 96 (LY96), mRNA.","Chr8: 75.103777","8.056","N/A","N/A","N/A","-0.138","145","9.770e-02","0.362","0.525"
"14596","ILMN_1803647","C3ORF28","chromosome 3 open reading frame 28 (C3orf28), mRNA.","Chr3: 123.611324","7.943","N/A","N/A","N/A","-0.138","145","9.779e-02","0.276","--"
"14597","ILMN_1779234","CXCL6","chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2) (CXCL6), mRNA.","Chr4: 74.922622","6.878","N/A","N/A","N/A","-0.138","145","9.780e-02","--","--"
"14598","ILMN_1702822","NTRK2","neurotrophic tyrosine kinase, receptor, type 2 (NTRK2), transcript variant a, mRNA.","Chr9: 86.549727","7.087","N/A","N/A","N/A","0.138","145","9.782e-02","0.406","0.097"
"14599","ILMN_1707351","OR2D3","olfactory receptor, family 2, subfamily D, member 3 (OR2D3), mRNA.","Chr11: 6.899457","6.817","N/A","N/A","N/A","0.138","145","9.784e-02","--","--"
"14600","ILMN_1743204","DUSP8","dual specificity phosphatase 8 (DUSP8), mRNA.","Chr11: 1.534131","9.720","N/A","N/A","N/A","-0.138","145","9.785e-02","0.254","-0.064"
"14601","ILMN_1677578","DNASE2B","deoxyribonuclease II beta (DNASE2B), transcript variant 2, mRNA.","Chr1: 84.646625","6.864","N/A","N/A","N/A","-0.138","145","9.790e-02","0.385","0.091"
"14602","ILMN_1748527","REPIN1","replication initiator 1 (REPIN1), transcript variant 2, mRNA.","Chr7: 149.701757","9.825","N/A","N/A","N/A","0.138","145","9.791e-02","0.221","0.372"
"14603","ILMN_1738251","DRD3","dopamine receptor D3 (DRD3), transcript variant e, mRNA.","Chr3: 115.330413","7.066","N/A","N/A","N/A","-0.138","145","9.807e-02","0.719","0.375"
"14604","ILMN_1809971","NBPF4","neuroblastoma breakpoint family, member 4 (NBPF4), mRNA.","Chr1: 108.567449","6.786","N/A","N/A","N/A","0.138","145","9.811e-02","--","--"
"14605","ILMN_1675982","GGA3","golgi associated, gamma adaptin ear containing, ARF binding protein 3 (GGA3), transcript variant long, mRNA.","Chr17: 70.744665","7.953","N/A","N/A","N/A","-0.138","145","9.821e-02","0.303","-0.627"
"14606","ILMN_1696151","MON1A","MON1 homolog A (yeast) (MON1A), mRNA.","Chr3: 49.921794","7.205","N/A","N/A","N/A","0.138","145","9.824e-02","0.398","0.001"
"14607","ILMN_1801934","SERTAD3","SERTA domain containing 3 (SERTAD3), transcript variant 2, mRNA.","Chr19: 45.638854","7.728","N/A","N/A","N/A","0.138","145","9.825e-02","--","0.081"
"14608","ILMN_1716682","C21ORF88","chromosome 21 open reading frame 88 (C21orf88), mRNA.","Chr21: 39.891285","6.987","N/A","N/A","N/A","0.138","145","9.826e-02","--","--"
"14609","ILMN_1707065","SALL3","sal-like 3 (Drosophila) (SALL3), mRNA.","Chr18: 74.859063","7.183","N/A","N/A","N/A","-0.138","145","9.827e-02","0.407","-0.235"
"14610","ILMN_1706005","GALT","galactose-1-phosphate uridylyltransferase (GALT), mRNA.","Chr9: 34.639054","7.646","N/A","N/A","N/A","-0.138","145","9.839e-02","0.548","0.698"
"14611","ILMN_1654421","MPHOSPH9","M-phase phosphoprotein 9 (MPHOSPH9), mRNA.","Chr12: 122.211307","7.124","N/A","N/A","N/A","0.138","145","9.839e-02","--","-0.476"
"14612","ILMN_1800332","NGB","neuroglobin (NGB), mRNA.","Chr14: 76.801628","8.123","N/A","N/A","N/A","0.138","145","9.841e-02","0.508","0.026"
"14613","ILMN_1690454","C3ORF54","chromosome 3 open reading frame 54 (C3orf54), mRNA.","Chr3: 49.817311","7.502","N/A","N/A","N/A","0.138","145","9.849e-02","0.262","--"
"14614","ILMN_1716218","RPS6KA2","ribosomal protein S6 kinase, 90kDa, polypeptide 2 (RPS6KA2), transcript variant 2, mRNA.","Chr6: 167.191697","7.018","N/A","N/A","N/A","-0.138","145","9.851e-02","--","-0.254"
"14615","ILMN_1665100","PTGS1","prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) (PTGS1), transcript variant 1, mRNA.","Chr9: 124.188767","6.925","N/A","N/A","N/A","0.138","145","9.852e-02","0.392","0.261"
"14616","ILMN_1770035","NCOA5","nuclear receptor coactivator 5 (NCOA5), mRNA.","Chr20: 44.123295","8.287","N/A","N/A","N/A","0.138","145","9.856e-02","0.288","-0.702"
"14617","ILMN_1700426","TAGLN2","transgelin 2 (TAGLN2), mRNA.","Chr1: 158.155252","8.333","N/A","N/A","N/A","0.138","145","9.858e-02","--","0.202"
"14618","ILMN_1665562","PLIN","perilipin (PLIN), mRNA.","Chr15: 88.008902","6.931","N/A","N/A","N/A","-0.138","145","9.862e-02","0.322","0.379"
"14619","ILMN_1772261","GLG1","golgi apparatus protein 1 (GLG1), mRNA.","Chr16: 73.043419","13.234","N/A","N/A","N/A","0.138","145","9.867e-02","0.363","0.335"
"14620","ILMN_1687768","NCOA7","nuclear receptor coactivator 7 (NCOA7), mRNA.","Chr6: 126.293556","11.783","N/A","N/A","N/A","-0.138","145","9.873e-02","0.335","0.374"
"14621","ILMN_1792433","MGC39900","hypothetical protein MGC39900 (MGC39900), mRNA.","ChrX: 103.119091","6.940","N/A","N/A","N/A","-0.138","145","9.880e-02","--","--"
"14622","ILMN_1758066","DSCR8","Down syndrome critical region gene 8 (DSCR8), transcript variant 3, mRNA.","Chr21: 38.416506","6.810","N/A","N/A","N/A","0.138","145","9.888e-02","--","--"
"14623","ILMN_1760649","PCK2","phosphoenolpyruvate carboxykinase 2 (mitochondrial) (PCK2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.","Chr14: 23.639193","6.924","N/A","N/A","N/A","-0.138","145","9.888e-02","0.297","0.069"
"14624","ILMN_1691345","NR1H2","nuclear receptor subfamily 1, group H, member 2 (NR1H2), mRNA.","Chr19: 55.577845","9.692","N/A","N/A","N/A","-0.138","145","9.891e-02","0.369","0.294"
"14625","ILMN_1749667","OBSCN","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF (OBSCN), mRNA.","Chr1: 226.615307","7.028","N/A","N/A","N/A","-0.138","145","9.894e-02","0.279","0.119"
"14626","ILMN_1727314","MUC4","mucin 4, tracheobronchial (MUC4), transcript variant 4, mRNA.","Chr3: 197.023062","6.918","N/A","N/A","N/A","-0.138","145","9.897e-02","0.400","-0.322"
"14627","ILMN_1727004","MRPL14","mitochondrial ribosomal protein L14 (MRPL14), nuclear gene encoding mitochondrial protein, mRNA.","Chr6: 44.189623","7.750","N/A","N/A","N/A","-0.138","145","9.904e-02","--","0.646"
"14628","ILMN_1690209","C1ORF186","chromosome 1 open reading frame 186 (C1orf186), mRNA.","Chr1: 204.405726","6.739","N/A","N/A","N/A","0.138","145","9.907e-02","--","--"
