"","Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","loc","bp","corsign","ENTREZID"
"16979",16979,"ILMN_1733366","MAST1","microtubule associated serine/threonine kinase 1 (MAST1), mRNA.","Chr19: 12.846639",8.92,"N/A","N/A","N/A",0.065,147,0.4365,"0.13100000000000001","0.32400000000000001","19",12.846639,"1","22983"
"16980",16980,"ILMN_1720531","KDM4B","jumonji domain containing 2B (JMJD2B), mRNA.","Chr19: 5.104323",7.498,"N/A","N/A","N/A",0.065,147,0.4365,"0.28599999999999998","2.1000000000000001E-2","19",5.104323,"1","23030"
"16982",16982,"ILMN_1653524","SIKE1","suppressor of IKK epsilon (SIKE), mRNA.","Chr1: 115.117280",6.765,"N/A","N/A","N/A",-0.065,147,0.4366,"--","--","1",115.11728,"-1","80143"
"16984",16984,"ILMN_1712836","VWA7","chromosome 6 open reading frame 27 (C6orf27), mRNA.","Chr6: 31.841811",6.89,"N/A","N/A","N/A",-0.065,147,0.4367,"--","--","6",31.841811,"-1","80737"
"16983",16983,"ILMN_1704870","PGLYRP1","peptidoglycan recognition protein 1 (PGLYRP1), mRNA.","Chr19: 51.214355",6.678,"N/A","N/A","N/A",-0.065,147,0.4367,"0.35599999999999998","-0.27900000000000003","19",51.214355,"-1","8993"
"16985",16985,"ILMN_1658277","L3MBTL1","l(3)mbt-like (Drosophila) (L3MBTL), transcript variant II, mRNA.","ChrUn: 1.000000",6.922,"N/A","N/A","N/A",0.065,147,0.4369,"0.31900000000000001","-0.45900000000000002","20",43.508,"1","26013"
"16986",16986,"ILMN_1662896","WDR11 /// PHIP","bromodomain and WD repeat domain containing 2 (BRWD2), mRNA.","Chr10: 122.658290",8.378,"N/A","N/A","N/A",0.065,147,0.437,"--","-1.2E-2","10",122.65829,"1","55717"
"16987",16987,"ILMN_1673112","ZNF32","zinc finger protein 32 (ZNF32), transcript variant 2, mRNA.","Chr10: 43.464044",6.758,"N/A","N/A","N/A",0.065,147,0.4371,"--","--","10",43.464044,"1","7580"
"16988",16988,"ILMN_1772124","ATRN","attractin (ATRN), transcript variant 1, mRNA.","Chr20: 3.579239",10.743,"N/A","N/A","N/A",-0.065,147,0.4372,"0.45800000000000002","0.34300000000000003","20",3.579239,"-1","8455"
"16990",16990,"ILMN_1798379","RREB1 /// NTM","neurotrimin (HNT), transcript variant 1, mRNA.","Chr11: 131.711587",8.581,"N/A","N/A","N/A",-0.065,147,0.4376,"--","-0.44600000000000001","11",131.711587,"-1","50863"
"16991",16991,"ILMN_1783854","PPFIA3","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 (PPFIA3), mRNA.","Chr19: 54.345908",10.343,"N/A","N/A","N/A",0.064,147,0.4379,"0.224","-0.13200000000000001","19",54.345908,"1","8541"
"16992",16992,"ILMN_1692107","KMT5B","suppressor of variegation 4-20 homolog 1 (Drosophila) (SUV420H1), transcript variant 1, mRNA.","Chr11: 67.680265",7.05,"N/A","N/A","N/A",0.064,147,0.4381,"0.3","-0.314","11",67.680265,"1","51111"
"16995",16995,"ILMN_1679232","KIDINS220","kinase D-interacting substance of 220 kDa (KIDINS220), mRNA.","Chr2: 8.786942",11.363,"N/A","N/A","N/A",0.064,147,0.4382,"0.46300000000000002","--","2",8.786942,"1","57498"
"16994",16994,"ILMN_1801616","EMP1","epithelial membrane protein 1 (EMP1), mRNA.","Chr12: 13.260606",8.514,"N/A","N/A","N/A",0.064,147,0.4382,"0.36399999999999999","9.2999999999999999E-2","12",13.260606,"1","2012"
"16996",16996,"ILMN_1784408","C8orf48","chromosome 8 open reading frame 48 (C8orf48), misc RNA.","ChrUn: 1.000000",7.541,"N/A","N/A","N/A",0.064,147,0.4382,"--","--","8",13.567,"1","157773"
"17000",17000,"ILMN_1689296","ARMC10","armadillo repeat containing 10 (ARMC10), mRNA.","Chr7: 102.503514",7.272,"N/A","N/A","N/A",0.064,147,0.4385,"--","0.114","7",102.503514,"1","83787"
"16998",16998,"ILMN_1656436","RBMS1","RNA binding motif, single stranded interacting protein 1 (RBMS1), transcript variant 2, mRNA.","Chr2: 160.997130",6.602,"N/A","N/A","N/A",-0.064,147,0.4385,"0.38900000000000001","-0.13500000000000001","2",160.99713,"-1","5937"
"17001",17001,"ILMN_1735693","PIWIL3","piwi-like 3 (Drosophila) (PIWIL3), mRNA.","Chr22: 23.445147",6.65,"N/A","N/A","N/A",-0.064,147,0.4386,"--","--","22",23.445147,"-1","440822"
"17002",17002,"ILMN_1666090","OPALIN","transmembrane protein 10 (TMEM10), transcript variant 3, mRNA.","Chr10: 98.093254",9.763,"N/A","N/A","N/A",0.064,147,0.4387,"0.26500000000000001","--","10",98.093254,"1","93377"
"17003",17003,"ILMN_1679417","UPF2","UPF2 regulator of nonsense transcripts homolog (yeast) (UPF2), transcript variant 1, mRNA.","Chr10: 12.124975",6.847,"N/A","N/A","N/A",0.064,147,0.4387,"--","-0.55000000000000004","10",12.124975,"1","26019"
"17004",17004,"ILMN_1792508","TMEM59","transmembrane protein 59 (TMEM59), mRNA.","Chr1: 54.270081",14.776,"N/A","N/A","N/A",0.064,147,0.4388,"--","0.58099999999999996","1",54.270081,"1","9528"
"17007",17007,"ILMN_1671010","ZNF267","zinc finger protein 267 (ZNF267), transcript variant 498723, mRNA.","Chr16: 31.835596",6.685,"N/A","N/A","N/A",-0.064,147,0.4389,"--","--","16",31.835596,"-1","10308"
"17006",17006,"ILMN_1729060","ARHGEF5","Rho guanine nucleotide exchange factor (GEF) 5 (ARHGEF5), mRNA.","Chr7: 143.693659",6.578,"N/A","N/A","N/A",-0.064,147,0.4389,"0.21299999999999999","0.20799999999999999","7",143.693659,"-1","7984"
"17008",17008,"ILMN_1693630","VPS9D1","chromosome 16 open reading frame 7 (C16orf7), mRNA.","ChrUn: 1.000000",9.634,"N/A","N/A","N/A",0.064,147,0.439,"--","--","16",89.707,"1","9605"
"17010",17010,"ILMN_1741755","TRIM29","tripartite motif-containing 29 (TRIM29), mRNA.","ChrUn: 1.000000",7.735,"N/A","N/A","N/A",-0.064,147,0.4391,"--","-0.185","11",120.111,"-1","23650"
"17011",17011,"ILMN_1698659","ST6GALNAC1","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (ST6GALNAC1), mRNA.","Chr17: 72.132719",7.104,"N/A","N/A","N/A",0.064,147,0.4392,"--","-0.13900000000000001","17",72.132719,"1","55808"
"17012",17012,"ILMN_1815527","HBD","hemoglobin, delta (HBD), mRNA.","Chr11: 5.210750",6.945,"N/A","N/A","N/A",-0.064,147,0.4393,"--","--","11",5.21075,"-1","3045"
"17015",17015,"ILMN_1751147","SENP3","SUMO1/sentrin/SMT3 specific peptidase 3 (SENP3), mRNA.","ChrUn: 1.000000",7.071,"N/A","N/A","N/A",-0.064,147,0.4394,"0.28599999999999998","-0.46600000000000003","17",7.562,"-1","26168"
"17018",17018,"ILMN_1736929","PLB1","phospholipase B1 (PLB1), mRNA.","Chr2: 28.719737",6.897,"N/A","N/A","N/A",0.064,147,0.4395,"0.17699999999999999","-0.38700000000000001","2",28.719737,"1","151056"
"17019",17019,"ILMN_1696684","FAM90A1","family with sequence similarity 90, member A1 (FAM90A1), mRNA.","Chr12: 8.265423",6.79,"N/A","N/A","N/A",-0.064,147,0.4397,"--","--","12",8.265423,"-1","55138"
"17020",17020,"ILMN_1712887","SLC10A3","solute carrier family 10 (sodium/bile acid cotransporter family), member 3 (SLC10A3), mRNA.","ChrX: 153.369035",7.154,"N/A","N/A","N/A",0.064,147,0.4399,"0.27300000000000002","0.128","X",153.369035,"1","8273"
"17022",17022,"ILMN_1669323","BACE2","beta-site APP-cleaving enzyme 2 (BACE2), transcript variant b, mRNA.","Chr21: 41.570234",7.088,"N/A","N/A","N/A",-0.064,147,0.4401,"0.378","6.4000000000000001E-2","21",41.570234,"-1","25825"
"17021",17021,"ILMN_1806500","CPNE5","copine V (CPNE5), mRNA.","Chr6: 36.816896",7.998,"N/A","N/A","N/A",0.064,147,0.4401,"0.27200000000000002","-0.13600000000000001","6",36.816896,"1","57699"
"17023",17023,"ILMN_1764383","MCOLN1","mucolipin 1 (MCOLN1), mRNA.","Chr19: 7.504673",8.583,"N/A","N/A","N/A",-0.064,147,0.4402,"0.39600000000000002","0.49399999999999999","19",7.504673,"-1","57192"
"17027",17027,"ILMN_1725738","MKNK1","MAP kinase interacting serine/threonine kinase 1 (MKNK1), transcript variant 2, mRNA.","Chr1: 46.796955",6.661,"N/A","N/A","N/A",0.064,147,0.4408,"0.33800000000000002","-0.01","1",46.796955,"1","8569"
"17029",17029,"ILMN_1757631","DBNDD1","dysbindin (dystrobrevin binding protein 1) domain containing 1 (DBNDD1), transcript variant 2, mRNA.","Chr16: 88.599067",9.401,"N/A","N/A","N/A",0.064,147,0.4409,"0.32900000000000001","-0.58299999999999996","16",88.599067,"1","79007"
"17028",17028,"ILMN_1715569","WASHC3","coiled-coil domain containing 53 (CCDC53), mRNA.","Chr12: 100.931073",10.826,"N/A","N/A","N/A",-0.064,147,0.4409,"--","-4.4999999999999998E-2","12",100.931073,"-1","51019"
"17032",17032,"ILMN_1766110","PHF6","PHD finger protein 6 (PHF6), transcript variant 3, mRNA.","ChrX: 133.375288",6.712,"N/A","N/A","N/A",0.064,147,0.4414,"0.29399999999999998","3.9E-2","X",133.375288,"1","84295"
"17033",17033,"ILMN_1689146","GABRP","gamma-aminobutyric acid (GABA) A receptor, pi (GABRP), mRNA.","Chr5: 170.173096",6.613,"N/A","N/A","N/A",0.064,147,0.4414,"0.29099999999999998","-8.9999999999999993E-3","5",170.173096,"1","2568"
"17035",17035,"ILMN_1654639","HERC6","hect domain and RLD 6 (HERC6), mRNA.","Chr4: 89.582846",9.265,"N/A","N/A","N/A",-0.064,147,0.4415,"--","--","4",89.582846,"-1","55008"
"17037",17037,"ILMN_1673711","HSP90AB1","heat shock protein 90kDa alpha (cytosolic), class B member 1 (HSP90AB1), mRNA.","Chr6: 44.329239",15.799,"N/A","N/A","N/A",-0.064,147,0.4418,"0.39600000000000002","0.38400000000000001","6",44.329239,"-1","3326"
"17038",17038,"ILMN_1759985","MAGOHB","mago-nashi homolog 2 (FLJ10292), mRNA.","Chr12: 10.648428",6.776,"N/A","N/A","N/A",-0.064,147,0.4419,"--","--","12",10.648428,"-1","55110"
"17046",17046,"ILMN_1718712","FAM217B","chromosome 20 open reading frame 177 (C20orf177), mRNA.","Chr20: 57.955529",11.611,"N/A","N/A","N/A",-0.064,147,0.4427,"--","--","20",57.955529,"-1","63939"
"17045",17045,"ILMN_1691294","CTBP2","C-terminal binding protein 2 (CTBP2), transcript variant 1, mRNA.","Chr10: 126.789636",6.845,"N/A","N/A","N/A",-0.064,147,0.4427,"0.32800000000000001","-0.32700000000000001","10",126.789636,"-1","1488"
"17049",17049,"ILMN_1741985","BBS10","Bardet-Biedl syndrome 10 (BBS10), mRNA.","ChrUn: 1.000000",7.825,"N/A","N/A","N/A",0.064,147,0.4428,"0.30499999999999999","-0.10100000000000001","12",76.344,"1","79738"
"17047",17047,"ILMN_1789563","PLCB3","phospholipase C, beta 3 (phosphatidylinositol-specific) (PLCB3), mRNA.","Chr11: 63.790416",6.983,"N/A","N/A","N/A",0.064,147,0.4428,"0.39400000000000002","0.255","11",63.790416,"1","5331"
"17052",17052,"ILMN_1747016","CEP55","centrosomal protein 55kDa (CEP55), mRNA.","Chr10: 95.278458",6.606,"N/A","N/A","N/A",-0.064,147,0.4429,"0.223","-0.56299999999999994","10",95.278458,"-1","55165"
"17054",17054,"ILMN_1658702","HIST1H2BJ","histone cluster 1, H2bj (HIST1H2BJ), mRNA.","Chr6: 27.208477",6.659,"N/A","N/A","N/A",-0.064,147,0.443,"--","0.47899999999999998","6",27.208477,"-1","8970"
"17057",17057,"ILMN_1774547","MPRIP","myosin phosphatase-Rho interacting protein (M-RIP), transcript variant 1, mRNA.","Chr17: 17.029306",12.06,"N/A","N/A","N/A",-0.064,147,0.4433,"0.27500000000000002","--","17",17.029306,"-1","23164"
"17060",17060,"ILMN_1702928","FBXO9","F-box protein 9 (FBXO9), transcript variant 1, mRNA.","Chr6: 53.072184",7.135,"N/A","N/A","N/A",-0.064,147,0.4435,"0.192","7.0999999999999994E-2","6",53.072184,"-1","26268"
"17061",17061,"ILMN_1753472","SUMF1","sulfatase modifying factor 1 (SUMF1), mRNA.","Chr3: 4.378017",7.974,"N/A","N/A","N/A",0.064,147,0.4436,"--","0.59199999999999997","3",4.378017,"1","285362"
"17066",17066,"ILMN_1778121","CALN1","calneuron 1 (CALN1), transcript variant 1, mRNA.","Chr7: 70.886003",10.465,"N/A","N/A","N/A",0.064,147,0.4441,"0.34899999999999998","6.3E-2","7",70.886003,"1","83698"
"17063",17063,"ILMN_1757272","THAP1","THAP domain containing, apoptosis associated protein 1 (THAP1), transcript variant 2, mRNA.","Chr8: 42.811416",7.565,"N/A","N/A","N/A",-0.064,147,0.4441,"--","-0.48799999999999999","8",42.811416,"-1","55145"
"17065",17065,"ILMN_1769961","DPF1","D4, zinc and double PHD fingers family 1 (DPF1), mRNA.","Chr19: 43.394475",8.457,"N/A","N/A","N/A",0.064,147,0.4441,"0.17499999999999999","--","19",43.394475,"1","8193"
"17068",17068,"ILMN_1791656","EDRF1","chromosome 10 open reading frame 137 (C10orf137), mRNA.","Chr10: 127.442406",8.248,"N/A","N/A","N/A",-0.064,147,0.4442,"--","--","10",127.442406,"-1","26098"
"17067",17067,"ILMN_1802691","CFAP44","WD repeat domain 52 (WDR52), mRNA.","Chr3: 114.567648",6.678,"N/A","N/A","N/A",0.064,147,0.4442,"--","--","3",114.567648,"1","55779"
"17069",17069,"ILMN_1343293","TXN","thioredoxin (TXN), mRNA.","ChrUn: 1.000000",15.037,"N/A","N/A","N/A",-0.064,147,0.4443,"--","--","9",110.244,"-1","7295"
"17070",17070,"ILMN_1672538","NBR1","neighbor of BRCA1 gene 1 (NBR1), transcript variant 2, mRNA.","ChrUn: 1.000000",6.547,"N/A","N/A","N/A",0.064,147,0.4444,"0.35599999999999998","-0.41","17",43.17,"1","4077"
"17072",17072,"ILMN_1750011","EXOC7","exocyst complex component 7 (EXOC7), transcript variant 1, mRNA.","Chr17: 71.598822",7.121,"N/A","N/A","N/A",-0.064,147,0.4447,"0.26300000000000001","-0.14399999999999999","17",71.598822,"-1","23265"
"17073",17073,"ILMN_1792518","STX7","syntaxin 7 (STX7), mRNA.","Chr6: 132.823658",7.389,"N/A","N/A","N/A",-0.064,147,0.4448,"--","0.16500000000000001","6",132.823658,"-1","8417"
"17074",17074,"ILMN_1738233","AMIGO3","adhesion molecule with Ig-like domain 3 (AMIGO3), mRNA.","Chr3: 49.730229",6.635,"N/A","N/A","N/A",-0.063,147,0.4449,"0.29499999999999998","-3.1E-2","3",49.730229,"-1","386724"
"17076",17076,"ILMN_1673395","PIGO","phosphatidylinositol glycan anchor biosynthesis, class O (PIGO), transcript variant 1, mRNA.","Chr9: 35.081330",6.702,"N/A","N/A","N/A",0.063,147,0.4452,"0.26200000000000001","-0.30199999999999999","9",35.08133,"1","84720"
"17079",17079,"ILMN_1775549","PRSS27","protease, serine 27 (PRSS27), mRNA.","Chr16: 2.702493",6.649,"N/A","N/A","N/A",-0.063,147,0.4455,"0.3","-0.17799999999999999","16",2.702493,"-1","83886"
"17080",17080,"ILMN_1688452","LCMT1","leucine carboxyl methyltransferase 1 (LCMT1), transcript variant 1, mRNA.","Chr16: 25.070379",8.876,"N/A","N/A","N/A",-0.063,147,0.4455,"0.38800000000000001","-0.17199999999999999","16",25.070379,"-1","51451"
"17081",17081,"ILMN_1800302","LRTM1","leucine-rich repeats and transmembrane domains 1 (LRTM1), mRNA.","Chr3: 54.927594",7.01,"N/A","N/A","N/A",-0.063,147,0.4456,"0.35599999999999998","0.13900000000000001","3",54.927594,"-1","57408"
"17086",17086,"ILMN_1798819","DTNB","dystrobrevin, beta (DTNB), transcript variant 3, mRNA.","Chr2: 25.453909",8.885,"N/A","N/A","N/A",0.063,147,0.4457,"0.34399999999999997","-0.27800000000000002","2",25.453909,"1","1838"
"17083",17083,"ILMN_1759863","RSPH14","rhabdoid tumor deletion region gene 1 (RTDR1), mRNA.","Chr22: 21.731689",6.673,"N/A","N/A","N/A",-0.063,147,0.4457,"--","-0.45500000000000002","22",21.731689,"-1","27156"
"17084",17084,"ILMN_1771618","FLJ37396","hypothetical protein FLJ37396 (FLJ37396), mRNA.","Chr6: 109.698391",6.761,"N/A","N/A","N/A",-0.063,147,0.4457,"--","--","6",109.698391,"-1","285754"
"17090",17090,"ILMN_1777726","USP48","ubiquitin specific peptidase 48 (USP48), transcript variant 2, mRNA.","Chr1: 21.927772",7.263,"N/A","N/A","N/A",0.063,147,0.4463,"--","-0.23799999999999999","1",21.927772,"1","84196"
"17093",17093,"ILMN_1703984","TIGD6","tigger transposable element derived 6 (TIGD6), mRNA.","Chr5: 149.353227",6.818,"N/A","N/A","N/A",0.063,147,0.4466,"--","--","5",149.353227,"1","81789"
"17094",17094,"ILMN_1710697","BUD31","BUD31 homolog (S. cerevisiae) (BUD31), mRNA.","Chr7: 98.853074",11.864,"N/A","N/A","N/A",0.063,147,0.4467,"--","1.6E-2","7",98.853074,"1","8896"
"17095",17095,"ILMN_1757370","SMPD1","sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase) (SMPD1), transcript variant 2, mRNA.","Chr11: 6.372556",7.866,"N/A","N/A","N/A",-0.063,147,0.4474,"--","0.57599999999999996","11",6.372556,"-1","6609"
"17098",17098,"ILMN_1747248","ITGA2B","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) (ITGA2B), mRNA.","Chr17: 39.805116",7.597,"N/A","N/A","N/A",-0.063,147,0.4479,"0.33600000000000002","3.3000000000000002E-2","17",39.805116,"-1","3674"
"17101",17101,"ILMN_1683786","FYTTD1","forty-two-three domain containing 1 (FYTTD1), transcript variant 2, mRNA.","Chr3: 198.974807",8.131,"N/A","N/A","N/A",-0.063,147,0.4483,"--","-0.40100000000000002","3",198.974807,"-1","84248"
"17103",17103,"ILMN_1665932","LOC732093","similar to Amiloride-sensitive cation channel 1, neuronal (Amiloride-sensitive brain sodium channel) (Amiloride-sensitive cation channel neuronal 1) (Acid-sensing ion channel 2) (ASIC2) (Brain sodium channel 1) (BNaC1) (BNC1) (Mammalian degenerin h... (LO","ChrUn: 1.000000",6.774,"N/A","N/A","N/A",-0.063,147,0.4485,"--","--","17",33.013,"-1","40"
"17102",17102,"ILMN_1663124","PLPPR1","plasticity related gene 3 (PRG-3), transcript variant 2, mRNA.","Chr9: 102.987235",6.807,"N/A","N/A","N/A",-0.063,147,0.4485,"0.36599999999999999","--","9",102.987235,"-1","54886"
"17104",17104,"ILMN_1769186","CBFB","core-binding factor, beta subunit (CBFB), transcript variant 1, mRNA.","Chr16: 65.692366",9.82,"N/A","N/A","N/A",0.063,147,0.4487,"0.28799999999999998","-2.4E-2","16",65.692366,"1","865"
"17105",17105,"ILMN_1814113","ZFR","zinc finger RNA binding protein (ZFR), mRNA.","Chr5: 32.390526",11.315,"N/A","N/A","N/A",-0.063,147,0.4487,"--","0.64","5",32.390526,"-1","51663"
"17108",17108,"ILMN_1678212","TMCC1","transmembrane and coiled-coil domain family 1 (TMCC1), transcript variant 1, mRNA.","Chr3: 131.029403",6.96,"N/A","N/A","N/A",-0.063,147,0.4489,"--","-0.55600000000000005","3",131.029403,"-1","23023"
"17111",17111,"ILMN_1778152","FIGNL1","fidgetin-like 1 (FIGNL1), transcript variant 2, mRNA.","ChrUn: 1.000000",7.041,"N/A","N/A","N/A",-0.063,147,0.4491,"0.40600000000000003","-0.56799999999999995","7",50.444,"-1","63979"
"17112",17112,"ILMN_1677226","ARVCF","armadillo repeat gene deletes in velocardiofacial syndrome (ARVCF), mRNA.","Chr22: 18.337707",7.117,"N/A","N/A","N/A",-0.063,147,0.4492,"0.251","0.36599999999999999","22",18.337707,"-1","421"
"17114",17114,"ILMN_1731275","DPEP3","dipeptidase 3 (DPEP3), mRNA.","Chr16: 66.567105",6.758,"N/A","N/A","N/A",0.063,147,0.4494,"0.34","-0.55700000000000005","16",66.567105,"1","64180"
"17113",17113,"ILMN_1679897","IGFL3","IGF-like family member 3 (IGFL3), mRNA.","Chr19: 51.315199",7.045,"N/A","N/A","N/A",0.063,147,0.4494,"0.311","-0.04","19",51.315199,"1","388555"
"17115",17115,"ILMN_1714859","TCIRG1","T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 (TCIRG1), transcript variant 2, mRNA.","Chr11: 67.567191",6.831,"N/A","N/A","N/A",-0.063,147,0.4495,"--","0.29899999999999999","11",67.567191,"-1","10312"
"17116",17116,"ILMN_1802157","THOC1","THO complex 1 (THOC1), mRNA.","Chr18: 0.204728",9.006,"N/A","N/A","N/A",0.063,147,0.4496,"--","-0.57499999999999996","18",0.204728,"1","9984"
"17117",17117,"ILMN_1713523","KBTBD12","kelch domain containing 6 (KLHDC6), mRNA.","Chr3: 129.189054",6.959,"N/A","N/A","N/A",0.063,147,0.4497,"--","0.443","3",129.189054,"1","166348"
"17119",17119,"ILMN_1718946","ADAM10","ADAM metallopeptidase domain 10 (ADAM10), mRNA.","Chr15: 56.676392",7.511,"N/A","N/A","N/A",-0.063,147,0.4499,"0.35899999999999999","3.9E-2","15",56.676392,"-1","102"
"17121",17121,"ILMN_1715178","PYCR1","pyrroline-5-carboxylate reductase 1 (PYCR1), transcript variant 1, mRNA.","Chr17: 77.484213",6.842,"N/A","N/A","N/A",-0.063,147,0.4499,"0.31900000000000001","-0.191","17",77.484213,"-1","5831"
"17122",17122,"ILMN_1782444","YIPF4","Yip1 domain family, member 4 (YIPF4), mRNA.","Chr2: 32.384242",8.213,"N/A","N/A","N/A",0.063,147,0.4501,"--","0.3","2",32.384242,"1","84272"
"17123",17123,"ILMN_1715760","LGALS9","lectin, galactoside-binding, soluble, 9 (galectin 9) (LGALS9), transcript variant short, mRNA.","ChrUn: 1.000000",6.755,"N/A","N/A","N/A",0.063,147,0.4504,"0.38200000000000001","0.441","17",27.63,"1","3965"
"17125",17125,"ILMN_1758038","ALKBH1","alkB, alkylation repair homolog 1 (E. coli) (ALKBH1), transcript variant 2, mRNA.","Chr14: 77.209619",7.407,"N/A","N/A","N/A",-0.063,147,0.4506,"0.28699999999999998","-0.3","14",77.209619,"-1","8846"
"17126",17126,"ILMN_1772148","SULT1C2","sulfotransferase family, cytosolic, 1C, member 2 (SULT1C2), mRNA.","Chr2: 108.370208",7.055,"N/A","N/A","N/A",0.063,147,0.4506,"--","0.42199999999999999","2",108.370208,"1","27233"
"17128",17128,"ILMN_1659914","AK8","chromosome 9 open reading frame 98 (C9orf98), mRNA.","Chr9: 134.590966",6.847,"N/A","N/A","N/A",-0.063,147,0.4507,"--","--","9",134.590966,"-1","158067"
"17129",17129,"ILMN_1694931","PSMA3","proteasome (prosome, macropain) subunit, alpha type, 3 (PSMA3), transcript variant 1, mRNA.","Chr14: 57.797467",10.4,"N/A","N/A","N/A",-0.063,147,0.4508,"0.317","0.36499999999999999","14",57.797467,"-1","5684"
"17131",17131,"ILMN_1811478","MELTF","antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5 (MFI2), transcript variant 2, mRNA.","Chr3: 198.234234",6.99,"N/A","N/A","N/A",-0.063,147,0.4509,"0.42499999999999999","-0.32500000000000001","3",198.234234,"-1","4241"
"17130",17130,"ILMN_1728975","SCO1","SCO cytochrome oxidase deficient homolog 1 (yeast) (SCO1), nuclear gene encoding mitochondrial protein, mRNA.","Chr17: 10.524660",9.238,"N/A","N/A","N/A",-0.063,147,0.4509,"0.35599999999999998","0.42799999999999999","17",10.52466,"-1","6341"
"17132",17132,"ILMN_1809653","ASPHD2","aspartate beta-hydroxylase domain containing 2 (ASPHD2), mRNA.","Chr22: 25.169244",9.707,"N/A","N/A","N/A",-0.063,147,0.4511,"--","-0.129","22",25.169244,"-1","57168"
"17133",17133,"ILMN_1751627","TRAPPC3","trafficking protein particle complex 3 (TRAPPC3), mRNA.","Chr1: 36.374833",10.978,"N/A","N/A","N/A",-0.063,147,0.4512,"--","0.58299999999999996","1",36.374833,"-1","27095"
"17134",17134,"ILMN_1711124","MARVELD2","MARVEL domain containing 2 (MARVELD2), transcript variant 2, mRNA.","Chr5: 68.775340",6.909,"N/A","N/A","N/A",-0.063,147,0.4513,"0.23200000000000001","0.40400000000000003","5",68.77534,"-1","153562"
"17135",17135,"ILMN_1812312","NDUFS4","NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase) (NDUFS4), mRNA.","Chr5: 52.977978",12.751,"N/A","N/A","N/A",-0.063,147,0.4514,"0.60099999999999998","0.28399999999999997","5",52.977978,"-1","4724"
"17137",17137,"ILMN_1718428","NDUFB3","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa (NDUFB3), mRNA.","Chr2: 201.644970",11.73,"N/A","N/A","N/A",0.063,147,0.4516,"--","0.60399999999999998","2",201.64497,"1","4709"
"17138",17138,"ILMN_1813019","DNAJB4","DnaJ (Hsp40) homolog, subfamily B, member 4 (DNAJB4), mRNA.","Chr1: 78.254973",7.261,"N/A","N/A","N/A",-0.063,147,0.4516,"0.17799999999999999","-3.9E-2","1",78.254973,"-1","11080"
"17136",17136,"ILMN_1763750","NPTX1","neuronal pentraxin I (NPTX1), mRNA.","ChrUn: 1.000000",8.359,"N/A","N/A","N/A",-0.063,147,0.4516,"0.49299999999999999","-0.16400000000000001","17",80.467,"-1","4884"
"17139",17139,"ILMN_1799671","SRGAP3","SLIT-ROBO Rho GTPase activating protein 3 (SRGAP3), transcript variant 1, mRNA.","Chr3: 8.997761",8.702,"N/A","N/A","N/A",-0.063,147,0.4518,"--","0.35599999999999998","3",8.997761,"-1","9901"
"17140",17140,"ILMN_1799153","STK38","serine/threonine kinase 38 (STK38), mRNA.","Chr6: 36.569715",9.736,"N/A","N/A","N/A",0.063,147,0.4519,"--","-0.23899999999999999","6",36.569715,"1","11329"
"17142",17142,"ILMN_1792669","HLCS","holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase) (HLCS), mRNA.","Chr21: 37.045612",7.124,"N/A","N/A","N/A",0.062,147,0.4521,"0.27400000000000002","0.29899999999999999","21",37.045612,"1","3141"
"17141",17141,"ILMN_1815124","LOC645317","similar to Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (HCV NS2 trans-regulated protein) (NS2TP), transcript variant 3 (LOC645317), mRNA.","Chr1: 15.804299",17.703,"N/A","N/A","N/A",-0.062,147,0.4521,"--","--","1",15.804299,"-1","51142"
"17145",17145,"ILMN_1658911","AP3S1","adaptor-related protein complex 3, sigma 1 subunit (AP3S1), transcript variant 1, mRNA.","Chr5: 115.205673",10.642,"N/A","N/A","N/A",0.062,147,0.4523,"0.248","-0.13900000000000001","5",115.205673,"1","1176"
"17148",17148,"ILMN_1729423","ZNF583","zinc finger protein 583 (ZNF583), mRNA.","Chr19: 61.627928",8.246,"N/A","N/A","N/A",0.062,147,0.4525,"--","--","19",61.627928,"1","147949"
"17151",17151,"ILMN_1791392","SHROOM3","shroom family member 3 (SHROOM3), mRNA.","ChrUn: 1.000000",7.55,"N/A","N/A","N/A",-0.062,147,0.4526,"0.374","8.9999999999999993E-3","4",76.435,"-1","57619"
